id;name;H-index;University;;
2320;Harald Steck; Not in Google Scholar; Not in Google Scholar;;
2321;Tommi S. Jaakkola; Not in Google Scholar; Not in Google Scholar;;
2322;Sachin S. Kajarekar; Not in Google Scholar; Not in Google Scholar;;
2324;David Poole;45; University of British Columbia;;
2325;Elzbieta Pekalska; Not in Google Scholar; Not in Google Scholar;;
2326;David M.J. Tax;41; Delft University of Technology;;
2327;Robert Duin;65; Delft University of Technology;;
2328;Eric P. Xing;64; ;;
2329;Masato Okada; Not in Google Scholar; Not in Google Scholar;;
233;Mitsuo Komura; Not in Google Scholar; Not in Google Scholar;;
2330;R. Carmona; Not in Google Scholar; Not in Google Scholar;;
2331;F. Jim?nez-garrido; Not in Google Scholar; Not in Google Scholar;;
2332;R. Dominguez-castro; Not in Google Scholar; Not in Google Scholar;;
2333;S. Espejo; Not in Google Scholar; Not in Google Scholar;;
2334;A. Rodriguez-v?zquez; Not in Google Scholar; Not in Google Scholar;;
2335;Xiaofeng Wang;21; Free University of Bozen-Bolzano;;
2336;Tuomas Sandholm;74; Carnegie Mellon University;;
2337;David Spiegelhalter; Not in Google Scholar; Not in Google Scholar;;
2338;John Winn;37; ;;
2339;Joaquin Qui?onero Candela;20; Facebook;;
234;Akio Tanaka; Not in Google Scholar; Not in Google Scholar;;
2340;Shinji Watanabe;25; ;;
2341;Yasuhiro Minami; Not in Google Scholar; Not in Google Scholar;;
2342;Atsushi Nakamura;19; ;;
2343;Anton Schwaighofer; Not in Google Scholar; Not in Google Scholar;;
2344;Peter Mayer;9; TU Vienna;;
2345;Alexander K. Scheel; Not in Google Scholar; Not in Google Scholar;;
2346;Gerhard A. M?ller; Not in Google Scholar; Not in Google Scholar;;
2347;Bernd Fischer;25; DKFZ;;
2348;Johann Schumann; Not in Google Scholar; Not in Google Scholar;;
2349;Wray Buntine;36; Monash;;
235;Erich J. Smythe; Not in Google Scholar; Not in Google Scholar;;
2350;Simon Osindero; Not in Google Scholar; Not in Google Scholar;;
2351;W Wu; Not in Google Scholar; Not in Google Scholar;;
2352;M. J. Black; Not in Google Scholar; Not in Google Scholar;;
2353;Y. Gao; Not in Google Scholar; Not in Google Scholar;;
2354;M. Serruya; Not in Google Scholar; Not in Google Scholar;;
2355;A. Shaikhouni; Not in Google Scholar; Not in Google Scholar;;
2356;J. P. Donoghue; Not in Google Scholar; Not in Google Scholar;;
2357;Eleazar Eskin;60; University of California, Los Angeles;;
2358;William S. Noble;75; University of Washington;;
2359;Christina S. Leslie;41; Memorial Sloan-Kettering Cancer Center;;
236;David Feld; Not in Google Scholar; Not in Google Scholar;;
2360;Chen Yanover;19; ;;
2361;Leonid Taycher; Not in Google Scholar; Not in Google Scholar;;
2362;John Iii; Not in Google Scholar; Not in Google Scholar;;
2363;Chakra Chennubhotla; Not in Google Scholar; Not in Google Scholar;;
2364;Allan D. Jepson;48; University of Toronto;;
2365;Jarmo Hurri; Not in Google Scholar; Not in Google Scholar;;
2366;Patrick J. Wolfe;26; ;;
2367;Simon J. Godsill;46; University of Cambridge;;
2368;Gert R. Lanckriet;47; UCSD;;
2369;Alexandre R. Romariz;8; University of Brasilia;;
237;Joe Eisenberg; Not in Google Scholar; Not in Google Scholar;;
2370;Kelvin Wagner; Not in Google Scholar; Not in Google Scholar;;
2371;R. J. Vogelstein; Not in Google Scholar; Not in Google Scholar;;
2372;Francesco Tenore; Not in Google Scholar; Not in Google Scholar;;
2373;Ralf Philipp; Not in Google Scholar; Not in Google Scholar;;
2374;Miriam S. Adlerstein; Not in Google Scholar; Not in Google Scholar;;
2375;David H. Goldberg;14; ;;
2376;Finnegan Southey; Not in Google Scholar; Not in Google Scholar;;
2377;Ali Ghodsi;30; University of Waterloo;;
2378;Pascal Poupart;32; University of Waterloo;;
2379;Cheng S. Ong;23; ;;
238;Edwin Lewis;31; Mississippi State University;;
2380;Sergey Kirshner;14; ;;
2381;Chandrika Kamath;28; Lawrence Livermore National Laboratory;;
2382;Clayton Scott;25; University of Michigan;;
2383;Robert Nowak;71; UW-Madison;;
2384;Rajesh P. Rao;53; University of Washington;;
2385;Matthias Bethge;31; ;;
2386;David Rotermund;9; University of Bremen;;
2387;Joseph Keshet;20; Bar-Ilan University;;
2388;Khashayar Rohanimanesh; Not in Google Scholar; Not in Google Scholar;;
2389;Lavi Shpigelman;6; IBM;;
239;Bill Baird; Not in Google Scholar; Not in Google Scholar;;
2390;Rony Paz;23; weizmann institute of science;;
2391;Liam Paninski;43; ;;
2392;Ralf Schoknecht; Not in Google Scholar; Not in Google Scholar;;
2393;Artur Merke; Not in Google Scholar; Not in Google Scholar;;
2394;Alistair Bray; Not in Google Scholar; Not in Google Scholar;;
2395;Dominique Martinez;22; ;;
2396;David A. Ross;8; ;;
2397;Brian Taba; Not in Google Scholar; Not in Google Scholar;;
2398;Kwabena A. Boahen;40; Stanford University;;
2399;Julian Laub; Not in Google Scholar; Not in Google Scholar;;
24;Eberhard E. Fetz;63; University of Washington;;
240;Stanley C. Ahalt; Not in Google Scholar; Not in Google Scholar;;
2400;David R. Martin;0; California State University, Stanislaus;;
2401;Charless C. Fowlkes;39; University of California, Irvine;;
2402;B. Caputo; Not in Google Scholar; Not in Google Scholar;;
2403;Gy. Dork?; Not in Google Scholar; Not in Google Scholar;;
2404;Nathaniel D. Daw;50; Princeton University;;
2405;Gregory Shakhnarovich; Not in Google Scholar; Not in Google Scholar;;
2406;Glenn M. Fung;31; ;;
2407;Gil-jin Jang; Not in Google Scholar; Not in Google Scholar;;
2408;Melissa Dominguez; Not in Google Scholar; Not in Google Scholar;;
2409;James D. Park;9; University of Glasgow;;
241;F. D. Garber; Not in Google Scholar; Not in Google Scholar;;
2410;Adnan Darwiche;50; UCLA;;
2411;Michael Ii; Not in Google Scholar; Not in Google Scholar;;
2412;Stuart Andrews; Not in Google Scholar; Not in Google Scholar;;
2413;Ioannis Tsochantaridis;10; Google;;
2414;Malte Boegershausen; Not in Google Scholar; Not in Google Scholar;;
2415;Pascal Suter; Not in Google Scholar; Not in Google Scholar;;
2416;Rong Jin;62; ;;
2417;Marina Sokolova;10; ;;
2418;Nathalie Japkowicz;28; American University;;
2419;John S. Shawe-taylor; Not in Google Scholar; Not in Google Scholar;;
242;I. Jouny; Not in Google Scholar; Not in Google Scholar;;
2420;Seth Bridges; Not in Google Scholar; Not in Google Scholar;;
2422;Duane Q. Nykamp; Not in Google Scholar; Not in Google Scholar;;
2423;Nicholas P. Hughes; Not in Google Scholar; Not in Google Scholar;;
2424;Daniela D. Farias; Not in Google Scholar; Not in Google Scholar;;
2425;Shantanu Chakrabartty; Not in Google Scholar; Not in Google Scholar;;
2426;Alex Holub; Not in Google Scholar; Not in Google Scholar;;
2427;Gilles Laurent; Not in Google Scholar; Not in Google Scholar;;
2428;Bernd Porr;17; ;;
2429;Florentin W?rg?tter; Not in Google Scholar; Not in Google Scholar;;
243;Ashok K. Krishnamurthy;3; Mount Royal University;;
2430;Matthias O. Franz; Not in Google Scholar; Not in Google Scholar;;
2431;Javaan S. Chahl;23; University of South Australia;;
2432;Luis E. Ortiz;11; Universitat Pompeu Fabra (Barcelona);;
2433;Daniel J. Navarro; Not in Google Scholar; Not in Google Scholar;;
2434;Michael D. Lee;39; University of California Irvine;;
2435;Bin Wu;16; University of Nottingham;;
2436;David Bodoff;11; University of Haifa;;
2437;David Fass; Not in Google Scholar; Not in Google Scholar;;
2438;Jacob Feldman;33; Rutgers University;;
2439;Zach Solan;12; ;;
244;Paul Beckman; Not in Google Scholar; Not in Google Scholar;;
2440;Michael Eisele; Not in Google Scholar; Not in Google Scholar;;
2441;Matthias Kaper; Not in Google Scholar; Not in Google Scholar;;
2442;Florian Hoppe; Not in Google Scholar; Not in Google Scholar;;
2443;Manfred Heumann; Not in Google Scholar; Not in Google Scholar;;
2444;Shotaro Akaho;19; AIST;;
2445;Willem H. Zuidema;17; University of Amsterdam;;
2446;Kwokleung Chan; Not in Google Scholar; Not in Google Scholar;;
2447;Ran Gilad-bachrach; Not in Google Scholar; Not in Google Scholar;;
2448;Amir Navot;8; ;;
2449;Michael Kearns;63; University of Pennsylvania;;
245;Wei-Tsih Lee; Not in Google Scholar; Not in Google Scholar;;
2450;Albert E. Parker;17; Montana State University;;
2451;Tom?\v S. Gedeon; Not in Google Scholar; Not in Google Scholar;;
2452;Alexander G. Dimitrov;14; ;;
2453;Armen Stepanyants; Not in Google Scholar; Not in Google Scholar;;
2454;Stan Z. Li;76; ;;
2455;Zhenqiu Zhang; Not in Google Scholar; Not in Google Scholar;;
2456;Heung-yeung Shum; Not in Google Scholar; Not in Google Scholar;;
2457;Hongjiang Zhang; Not in Google Scholar; Not in Google Scholar;;
2458;Antonio Torralba;72; MIT;;
2459;Amos J. Storkey;26; University of Edinburgh;;
246;Rodney M. Goodman; Not in Google Scholar; Not in Google Scholar;;
2460;S.v.n. Vishwanathan; Not in Google Scholar; Not in Google Scholar;;
2461;Jean-philippe Vert; Not in Google Scholar; Not in Google Scholar;;
2462;Minoru Kanehisa;80; Kyoto University;;
2463;Thomas Strohmann; Not in Google Scholar; Not in Google Scholar;;
2464;Gregory Z. Grudic; Not in Google Scholar; Not in Google Scholar;;
2465;Dmitry Y. Pavlov;20; Walmart Labs;;
2466;David M. Pennock;46; ;;
2467;Ofer Dekel;27; ;;
2468;Fei Sha;34; U. of Southern California;;
2469;Dan Pelleg;20; Yahoo Labs;;
247;John W. Miller;1; University of Iowa;;
2470;Richard M. Karp; Not in Google Scholar; Not in Google Scholar;;
2471;Kenneth J. Malmberg;21; University of South Florida;;
2472;Ren? Zeelenberg; Not in Google Scholar; Not in Google Scholar;;
2473;Richard M. Shiffrin; Not in Google Scholar; Not in Google Scholar;;
2474;Neville E. Sanjana; Not in Google Scholar; Not in Google Scholar;;
2475;Matthew G. Snover; Not in Google Scholar; Not in Google Scholar;;
2476;Michael R. Brent;44; Washington University;;
2477;Marshall F. Tappen;22; UCF;;
2478;Edward H. Adelson;73; MIT;;
2479;E. Solak; Not in Google Scholar; Not in Google Scholar;;
248;Padhraic Smyth;71; University of California Irvine;;
2480;R. Murray-smith; Not in Google Scholar; Not in Google Scholar;;
2481;W. E. Leithead; Not in Google Scholar; Not in Google Scholar;;
2482;D. J. Leith; Not in Google Scholar; Not in Google Scholar;;
2483;Michalis K. Titsias;19; Athens University of Economics and Business;;
2484;Charles L. Isbell; Not in Google Scholar; Not in Google Scholar;;
2485;Yann L. Cun; Not in Google Scholar; Not in Google Scholar;;
2486;Jennifer F. Linden;14; University College London;;
2487;Robert B. Gramacy;25; Virginia Tech;;
2488;Scott A. Brandt;40; University of California, Santa Cruz;;
2489;Ismail Ari;17; Ozyegin University;;
249;Brian Rasnow; Not in Google Scholar; Not in Google Scholar;;
2490;Saharon Rosset;36; Tel Aviv University;;
2491;Daniel Herrmann; Not in Google Scholar; Not in Google Scholar;;
2492;Maxim Likhachev;37; Carnegie Mellon University;;
2493;Cody Kwok; Not in Google Scholar; Not in Google Scholar;;
2494;Henry Markram;71; EPFL;;
2495;Martin H. Law;4; ;;
2496;Anil K. Jain;167; Michigan State University;;
2497;Gregoire Deback; Not in Google Scholar; Not in Google Scholar;;
2498;Jakob Heinzle;18; ETH Zürich;;
2499;Tatyana Sharpee;21; ;;
25;Ben S. Wittner;28; ;;
250;Christopher Assad; Not in Google Scholar; Not in Google Scholar;;
2500;Nicole C. Rust; Not in Google Scholar; Not in Google Scholar;;
2501;Agathe Girard; Not in Google Scholar; Not in Google Scholar;;
2502;Joaquin Qui?onero Candela;20; Facebook;;
2503;Guoning Hu; Not in Google Scholar; Not in Google Scholar;;
2504;Deliang Wang; Not in Google Scholar; Not in Google Scholar;;
2505;Jaz Kandola; Not in Google Scholar; Not in Google Scholar;;
2506;Herbert Jaeger;26; Jacobs University Bremen;;
2507;Guido Dornhege; Not in Google Scholar; Not in Google Scholar;;
2508;Kinh Tieu;13; ;;
2509;Erik G. Miller; Not in Google Scholar; Not in Google Scholar;;
251;Mark E. Nelson;54; Univ. of Illinois, Urbana-Champaign;;
2510;Alexei Vinokourov; Not in Google Scholar; Not in Google Scholar;;
2511;Terry Elliott; Not in Google Scholar; Not in Google Scholar;;
2512;Craig Saunders;20; ;;
2513;Eric Allender;36; Rutgers University;;
2514;Sanjeev Arora;47; Princeton University;;
2515;Cristopher Moore;48; Santa Fe Institute;;
2516;Alexander Russell;28; University of Connecticut;;
2517;Alon Fishbach; Not in Google Scholar; Not in Google Scholar;;
2518;Bradford J. May;29; ;;
2519;Yasemin Altun;23; ;;
252;Eric B. Baum; Not in Google Scholar; Not in Google Scholar;;
2520;Mark Johnson;55; Macquarie University;;
2521;Christian K. Machens; Not in Google Scholar; Not in Google Scholar;;
2522;Michael Wehr;19; University of Oregon;;
2523;Thorsten Twellmann; Not in Google Scholar; Not in Google Scholar;;
2524;Arunava Banerjee;19; ;;
2525;Ali Rahimi;12; ;;
2526;Michael R. Deweese; Not in Google Scholar; Not in Google Scholar;;
2527;Philip Derbeko; Not in Google Scholar; Not in Google Scholar;;
2528;Jeff Bondy; Not in Google Scholar; Not in Google Scholar;;
2529;Ian Bruce;10; University of Manchester;;
253;David Haussler;146; University of California, Santa Cruz;;
2530;Simon Haykin; Not in Google Scholar; Not in Google Scholar;;
2531;D. Philipona; Not in Google Scholar; Not in Google Scholar;;
2532;J.k. O'regan; Not in Google Scholar; Not in Google Scholar;;
2533;J.-p. Nadal; Not in Google Scholar; Not in Google Scholar;;
2534;Olivier Coenen; Not in Google Scholar; Not in Google Scholar;;
2535;Christopher J. Paciorek;37; University of California Berkeley;;
2536;Mark J. Schervish; Not in Google Scholar; Not in Google Scholar;;
2537;Pedro J. Moreno;38; google;;
2538;Purdy P. Ho; Not in Google Scholar; Not in Google Scholar;;
2539;Sanjiv Kumar;36; Google;;
254;James R. Mann; Not in Google Scholar; Not in Google Scholar;;
2540;Martial Hebert; Not in Google Scholar; Not in Google Scholar;;
2541;Jianxin Wu; Not in Google Scholar; Not in Google Scholar;;
2542;Matthew D. Mullin; Not in Google Scholar; Not in Google Scholar;;
2543;Quaid D. Morris;44; University of Toronto;;
2544;Salvador Ruiz-correa; Not in Google Scholar; Not in Google Scholar;;
2545;Linda G. Shapiro;47; ;;
2546;Gabriel Berson; Not in Google Scholar; Not in Google Scholar;;
2547;Jan Eichhorn; Not in Google Scholar; Not in Google Scholar;;
2548;Andreas Tolias; Not in Google Scholar; Not in Google Scholar;;
2549;Alexander Zien; Not in Google Scholar; Not in Google Scholar;;
255;Sheldon Gilbert; Not in Google Scholar; Not in Google Scholar;;
2550;Malte Kuss;9; ;;
2551;Nikos Logothetis; Not in Google Scholar; Not in Google Scholar;;
2552;Kannan Achan; Not in Google Scholar; Not in Google Scholar;;
2553;Xiaofei He;57; Zhejiang University;;
2554;Shai Shalev-shwartz; Not in Google Scholar; Not in Google Scholar;;
2555;Jaco Vermaak;22; ;;
2556;Bob Ricks; Not in Google Scholar; Not in Google Scholar;;
2557;Dan Ventura;23; Brigham Young University;;
2558;Matthew Schultz;15; ;;
2559;Thorsten Joachims;61; Cornell University;;
256;Lorien Y. Pratt; Not in Google Scholar; Not in Google Scholar;;
2560;Arnab Nilim; Not in Google Scholar; Not in Google Scholar;;
2561;Laurent El Ghaoui;48; UC Berkeley;;
2562;Claudio Fanti; Not in Google Scholar; Not in Google Scholar;;
2563;Deva Ramanan;42; Carnegie Mellon University;;
2564;Alice X. Zheng; Not in Google Scholar; Not in Google Scholar;;
2565;Ben Liblit;28; University of Wisconsin&Madison;;
2566;Alex Aiken;65; Stanford University;;
2567;Woojae Kim;9; Howard University;;
2568;In J. Myung; Not in Google Scholar; Not in Google Scholar;;
2569;Adria Bofill-i-petit; Not in Google Scholar; Not in Google Scholar;;
257;E. Majani; Not in Google Scholar; Not in Google Scholar;;
2570;Benjamin M. Marlin;22; UMass Amherst;;
2571;J. A. Bagnell;44; Carnegie Mellon University;;
2572;Sham M. Kakade;50; University of Washington;;
2573;Yuanqing Li;38; ;;
2574;Sergei Shishkin;14; ;;
2575;Jianting Cao; Not in Google Scholar; Not in Google Scholar;;
2576;Fanji Gu; Not in Google Scholar; Not in Google Scholar;;
2577;Andrzej S. Cichocki;77; RIKEN;;
2578;Nathan Sprague; Not in Google Scholar; Not in Google Scholar;;
2579;Dana Ballard;61; University of Texas at Austin;;
258;Ruth Erlanson; Not in Google Scholar; Not in Google Scholar;;
2580;Lyndsey C. Pickup; Not in Google Scholar; Not in Google Scholar;;
2581;Andrew Zisserman;134; University of Oxford;;
2582;Jean-yves Audibert; Not in Google Scholar; Not in Google Scholar;;
2583;Michael H?usser; Not in Google Scholar; Not in Google Scholar;;
2584;Jason Palmer; Not in Google Scholar; Not in Google Scholar;;
2585;Bhaskar D. Rao;57; University of California, San Diego;;
2586;David P. Wipf; Not in Google Scholar; Not in Google Scholar;;
2587;Jonathan W. Pillow;25; Princeton University;;
2588;Yoichi Miyawaki; Not in Google Scholar; Not in Google Scholar;;
2589;Su-in Lee; Not in Google Scholar; Not in Google Scholar;;
259;Yoshihiro Mori; Not in Google Scholar; Not in Google Scholar;;
2590;Serafim Batzoglou;50; Stanford University;;
2591;Ben Taskar;54; University of Washington;;
2592;Carlos Guestrin;61; University of Washington;;
2593;Zhou Wang;51; University of Waterloo;;
2594;Denis V. Chigirev; Not in Google Scholar; Not in Google Scholar;;
2595;Andriy Mnih;14; ;;
2596;Brian J. Fischer; Not in Google Scholar; Not in Google Scholar;;
2597;Charles H. Anderson;45; ;;
2598;Onno Zoeter; Not in Google Scholar; Not in Google Scholar;;
2599;Rajat Raina; Not in Google Scholar; Not in Google Scholar;;
26;Tomaso Poggio; Not in Google Scholar; Not in Google Scholar;;
