paperId,topicId,topicWeight
2292,1,0.7127
2293,1,0.842
2294,2,0.5193
2295,1,0.5569
2296,5,0.4958
2297,3,0.4536
2298,1,0.9355
2299,3,0.7604
23,4,0.5007
230,4,0.3078
2300,6,0.7168
2301,3,0.5296
2302,7,0.4232
2303,5,0.8096
2304,5,0.674
2305,7,0.4924
2306,6,0.5035
2307,4,0.6225
2308,1,0.6069
2309,6,0.7899
231,3,0.7118
2310,2,0.4619
2311,2,0.441
2312,2,0.6312
2313,1,0.4489
2314,2,0.5243
2315,0,0.4683
2316,1,0.5818
2317,1,0.9198
2318,3,0.3707
2319,5,0.6369
232,4,0.584
2320,7,0.4538
2321,1,0.5582
2322,6,0.5804
2323,0,0.5657
2324,3,0.4699
2325,3,0.603
2326,2,0.5991
2327,3,0.5883
2328,5,0.6142
2329,2,0.6456
233,3,0.5569
2330,4,0.7889
2331,4,0.9733
2332,7,0.8409
2333,1,0.7737
2334,2,0.5894
2335,2,0.5436
2336,1,0.6977
2337,4,0.8161
2338,0,0.6744
2339,1,0.893
234,3,0.6798
2340,1,0.7304
2341,0,0.3177
2342,4,0.5783
2343,1,0.4548
2344,4,0.6018
2345,1,0.9551
2346,2,0.4535
2347,2,0.2731
2348,7,0.3997
2349,1,0.8425
235,4,0.4337
2350,1,0.5879
2351,3,0.4288
2352,1,0.7743
2353,1,0.2979
2354,1,0.8221
2355,0,0.3066
2356,2,0.6693
2357,1,0.3027
2358,3,0.4278
2359,6,0.5508
236,3,0.6803
2360,6,0.5742
2361,1,0.4161
2362,1,0.7432
2363,3,0.5303
2364,3,0.5434
2365,6,0.3997
2366,1,0.6423
2367,5,0.6678
2368,1,0.4126
2369,4,0.8231
237,4,0.827
2370,0,0.5106
2371,3,0.3138
2372,5,0.544
2373,6,0.7222
2374,3,0.4254
2375,4,0.8656
2376,6,0.5571
2377,7,0.5128
2378,5,0.8582
2379,6,0.3827
238,3,0.7558
2380,5,0.504
2381,0,0.5444
2382,5,0.7399
2383,3,0.4475
2384,7,0.3491
2385,3,0.4099
2386,0,0.6122
2387,1,0.6064
2388,6,0.5624
2389,4,0.6605
239,4,0.8652
2390,5,0.9839
2391,1,0.4034
2392,2,0.6116
2393,1,0.7092
2394,4,0.5802
2395,4,0.7433
2396,1,0.7094
2397,1,0.7489
2398,2,0.8511
2399,6,0.6334
24,4,0.7136
240,2,0.4958
2400,1,0.5627
2401,2,0.5663
2402,0,0.4023
2403,6,0.5125
2404,1,0.8011
2405,1,0.7032
2406,1,0.6015
2407,1,0.7895
2408,4,0.8597
2409,4,0.4344
241,0,0.7398
2410,1,0.5879
2411,1,0.5009
2412,2,0.4848
2413,5,0.7516
2414,2,0.4447
2415,4,0.9839
2416,6,0.5372
2417,3,0.385
2418,5,0.5624
2419,1,0.6961
242,3,0.5549
2420,5,0.6197
2421,3,0.7241
2422,2,0.3952
2423,7,0.5523
2424,5,0.5504
2425,2,0.7403
2426,0,0.4656
2427,1,0.7249
2428,1,0.5823
2429,1,0.8267
243,3,0.7248
2430,5,0.5373
2431,6,0.5143
2432,5,0.9078
2433,1,0.6094
2434,6,0.7551
2435,1,0.8371
2436,2,0.425
2437,5,0.5612
2438,1,0.709
2439,1,0.7418
244,6,0.3207
2440,5,0.7048
2441,4,0.8044
2442,6,0.4473
2443,1,0.3337
2444,1,0.6656
2445,1,0.413
2446,2,0.6768
2447,1,0.6483
2448,5,0.5738
2449,7,0.5094
245,4,0.7276
2450,1,0.4003
2451,1,0.5809
2452,2,0.349
2453,5,0.7484
2454,1,0.6892
2455,5,0.4342
2456,5,0.7682
2457,6,0.5525
2458,7,0.3799
2459,2,0.5772
246,2,0.7022
2460,7,0.4259
2461,6,0.5807
2462,1,0.4145
2463,6,0.7209
2464,1,0.5753
2465,1,0.5886
2466,1,0.7194
2467,3,0.7687
2468,1,0.7327
2469,3,0.4982
2470,1,0.479
2471,4,0.8342
2472,4,0.5683
2473,1,0.4552
2474,0,0.4587
2475,2,0.888
2476,5,0.736
2477,6,0.6329
2478,1,0.502
2479,7,0.4529
248,4,0.669
2480,3,0.4768
2481,1,0.4879
2482,3,0.3549
2483,1,0.6299
2484,7,0.3104
2485,5,0.8858
2486,1,0.7405
2487,0,0.2844
2488,1,0.8838
2489,5,0.9599
249,4,0.9301
2490,3,0.4732
2491,2,0.459
2492,4,0.6106
2493,7,0.3327
2494,7,0.687
2495,5,0.6924
2496,1,0.6285
2497,0,0.2645
2498,1,0.6456
2499,0,0.4182
25,2,0.5499
250,3,0.898
2500,3,0.7319
2501,6,0.546
2502,2,0.329
2503,5,0.9494
2504,6,0.6366
2505,1,0.5487
2506,1,0.6993
2507,6,0.7087
2508,7,0.6064
2509,0,0.6714
251,2,0.6097
2510,1,0.2827
2511,3,0.464
2512,1,0.5567
2513,6,0.5486
2514,2,0.7786
2515,6,0.4001
2516,6,0.3649
2517,6,0.454
2518,1,0.5803
2519,1,0.5142
252,2,0.7112
2520,0,0.5803
2521,3,0.5187
2522,4,0.5636
2523,3,0.846
2524,2,0.3517
2525,7,0.3018
2526,1,0.6325
2527,1,0.6099
2528,3,0.6862
2529,1,0.469
253,3,0.8928
2530,7,0.322
2531,1,0.6846
2532,1,0.9562
2533,4,0.9567
2534,5,0.3629
2535,1,0.7652
2536,3,0.6317
2537,5,0.8315
2538,1,0.8165
2539,2,0.8076
254,4,0.761
2540,1,0.5995
2541,7,0.6317
2542,6,0.5253
2543,7,0.362
2544,1,0.7718
2545,5,0.5949
2546,1,0.4598
2547,6,0.6013
2548,2,0.6311
2549,3,0.3562
255,4,0.5908
2550,6,0.507
2551,7,0.4857
2552,5,0.6471
2553,1,0.4435
2554,7,0.3934
2555,7,0.495
2556,1,0.5503
2557,1,0.5992
2558,3,0.3947
2559,1,0.3432
256,3,0.5803
2560,6,0.8067
2561,1,0.6367
2562,4,0.6238
2563,2,0.3927
2564,1,0.5047
2565,3,0.4737
2566,0,0.4017
2567,7,0.5088
2568,5,0.6916
2569,5,0.5364
257,3,0.4111
2570,2,0.6679
2571,0,0.4
2572,3,0.4313
2573,4,0.6282
2574,7,0.365
2575,1,0.374
2576,0,0.3849
2577,1,0.4966
2578,1,0.7237
2579,1,0.6937
258,4,0.8494
2580,6,0.5936
2581,2,0.6882
2582,2,0.455
2583,1,0.6983
2584,1,0.33
2585,1,0.609
2586,1,0.6411
2587,3,0.3953
2588,4,0.7486
2589,4,0.8523
259,3,0.9893
2590,1,0.5949
2591,1,0.3247
2592,5,0.4421
2593,1,0.7701
2594,6,0.7829
2595,1,0.5743
2596,6,0.5733
2597,5,0.8987
2598,6,0.5021
2599,5,0.5358
26,3,0.9328
260,2,0.5305
2600,6,0.7137
2601,0,0.5994
2602,1,0.6372
2603,1,0.7772
2604,2,0.6027
2605,1,0.7076
2606,1,0.6331
2607,7,0.4007
2608,3,0.5713
2609,1,0.6266
261,3,0.4535
2610,1,0.6456
2611,2,0.493
2612,3,0.4936
2613,1,0.6835
2614,2,0.3084
2615,6,0.6646
2616,1,0.4679
2617,6,0.3834
2618,0,0.4352
2619,6,0.5396
262,4,0.3652
2620,2,0.5108
2621,5,0.4945
2622,0,0.7053
2623,5,0.4568
2624,7,0.5417
2625,3,0.3745
2626,1,0.5637
2627,1,0.3962
2628,6,0.8863
2629,1,0.4939
263,3,0.7304
2630,1,0.5022
2631,3,0.4255
2632,1,0.6469
2633,5,0.856
2634,5,0.6419
2635,3,0.5026
2636,1,0.7891
2637,6,0.3571
2638,0,0.7624
2639,1,0.6299
264,2,0.7346
2640,0,0.561
2641,0,0.5557
2642,0,0.5309
2643,4,0.453
2644,7,0.3212
2645,1,0.8242
2646,0,0.401
2647,6,0.4457
2648,3,0.4129
2649,2,0.6323
265,3,0.7675
2650,3,0.5286
2651,1,0.5142
2652,0,0.5646
2653,2,0.4378
2654,0,0.3506
2655,6,0.7668
2656,1,0.45
2657,1,0.4922
2658,0,0.7294
2659,3,0.7772
266,2,0.4829
2660,7,0.6396
2661,1,0.9023
2662,7,0.3273
2663,0,0.4247
2664,7,0.5112
2665,6,0.4302
2666,3,0.442
2667,3,0.8301
2668,7,0.399
2669,1,0.7693
267,3,0.6125
2670,6,0.4633
2671,4,0.4058
2672,1,0.7118
2673,5,0.9619
2674,4,0.7019
2675,4,0.463
2676,1,0.4364
2677,1,0.5597
2678,1,0.4635
2679,1,0.8299
268,3,0.7047
2680,5,0.8949
2681,1,0.4713
2682,1,0.7891
2683,4,0.5371
2684,1,0.5039
2685,6,0.5957
2686,6,0.4447
2687,5,0.633
2688,5,0.3815
2689,0,0.2875
269,3,0.7125
2690,4,0.8832
2691,3,0.4857
2692,6,0.6753
2693,1,0.7348
2694,4,0.7762
2695,1,0.5211
2696,7,0.7339
2697,4,0.7316
2698,1,0.8069
2699,1,0.501
27,4,0.7552
270,2,0.6002
2700,6,0.5556
2701,6,0.5413
2702,1,0.4818
2703,4,0.771
2704,5,0.6067
2705,1,0.7466
2706,3,0.5951
2707,4,0.7326
2708,0,0.4291
2709,1,0.4637
2710,6,0.4849
2711,2,0.3861
2712,7,0.4539
2713,6,0.4315
2714,3,0.6534
2715,2,0.475
2716,4,0.6573
2717,6,0.5116
2718,1,0.7491
2719,1,0.7838
272,4,0.4919
2720,7,0.5335
2721,1,0.362
2722,6,0.7919
2723,5,0.5438
2724,6,0.4382
2725,1,0.6484
2726,6,0.7241
2727,5,0.874
2728,1,0.5157
2729,1,0.472
273,3,0.8172
2730,5,0.982
2731,4,0.6987
2732,0,0.5224
2733,1,0.5249
2734,5,0.9733
2735,0,0.6259
2736,2,0.359
2737,4,0.7929
2738,1,0.6623
2739,1,0.7428
274,1,0.4262
2740,1,0.8472
2741,1,0.5602
2742,3,0.4787
2743,6,0.3978
2744,2,0.4255
2745,7,0.5023
2746,0,0.5087
2747,2,0.2884
2748,0,0.4037
2749,5,0.3675
275,3,0.8713
2750,4,0.7145
2751,0,0.4708
2752,2,0.4122
2753,1,0.8158
2754,6,0.643
2755,5,0.3896
2756,6,0.5002
2757,6,0.5809
2758,0,0.5729
2759,6,0.5634
276,4,0.7232
2760,1,0.4494
2761,2,0.6243
2762,6,0.8897
2763,1,0.869
2764,7,0.4481
2765,2,0.3662
2766,1,0.3953
2767,5,0.7703
2768,1,0.6835
2769,4,0.388
277,3,0.5982
2770,7,0.5218
2771,6,0.6821
2772,0,0.6702
2773,2,0.504
2774,1,0.7967
2775,1,0.4694
2776,1,0.3115
2777,7,0.5903
2778,5,0.7269
2779,6,0.8301
2780,6,0.64
2781,2,0.4225
2782,4,0.7895
2783,1,0.3738
2784,7,0.4808
2785,5,0.4306
2786,5,0.7991
2787,3,0.6581
2788,1,0.8408
2789,1,0.4346
279,2,0.5797
2790,1,0.535
2791,7,0.3184
2792,1,0.5279
2793,6,0.6351
2794,1,0.4039
2795,1,0.4884
2796,0,0.7168
2797,6,0.356
2798,6,0.3693
2799,2,0.4799
28,7,0.348
280,6,0.4763
2800,6,0.4801
2801,1,0.3326
2802,2,0.4788
2803,4,0.6355
2804,1,0.6129
2805,7,0.5813
2806,5,0.332
2807,7,0.4597
2808,1,0.7126
2809,6,0.3375
281,3,0.882
2810,1,0.3747
2811,1,0.4664
2812,4,0.4996
2813,7,0.3623
2814,0,0.5983
2815,5,0.5231
2816,3,0.7256
2817,1,0.5413
2818,6,0.7103
2819,7,0.4808
282,2,0.4355
2820,1,0.6415
2821,1,0.599
2822,7,0.5971
2823,4,0.5488
2824,4,0.8058
2825,5,0.5526
2826,5,0.6909
2827,2,0.3018
2828,6,0.7996
2829,1,0.4596
283,3,0.3394
2830,7,0.4126
2831,1,0.3136
2832,0,0.7786
2833,1,0.7868
2834,5,0.9777
2835,1,0.4493
2836,2,0.4369
2837,0,0.4773
2838,0,0.398
2839,1,0.5679
284,3,0.4443
2840,4,0.6777
2841,1,0.3181
2842,5,0.5074
2843,1,0.7307
2844,1,0.7129
2845,4,0.7723
2846,1,0.5227
2847,0,0.4577
2848,1,0.3132
2849,2,0.3919
285,2,0.5466
2850,1,0.6918
2851,1,0.6185
2852,4,0.9748
2853,3,0.5946
2854,6,0.5366
2855,7,0.4644
2856,6,0.3532
2857,1,0.8551
2858,4,0.8106
2859,4,0.9036
286,3,0.4156
2860,1,0.8555
2861,1,0.4344
2862,1,0.7707
2863,6,0.5845
2864,4,0.7163
2865,6,0.5583
2866,0,0.3945
2867,2,0.5063
2868,7,0.3399
2869,6,0.3961
287,2,0.7345
2870,1,0.3989
2871,6,0.524
2872,3,0.3505
2873,4,0.7031
2874,2,0.5188
2875,7,0.6685
2876,2,0.3503
2877,5,0.6631
2878,1,0.6449
2879,1,0.5398
288,2,0.6275
2880,1,0.4962
2881,1,0.8168
2882,1,0.7531
2883,5,0.6965
2884,6,0.6688
2885,2,0.6329
2886,4,0.68
2887,1,0.6784
2888,4,0.6426
2889,4,0.6559
289,3,0.4667
2890,1,0.5272
2891,6,0.8604
2892,2,0.4927
2893,2,0.7621
2894,2,0.9356
2895,7,0.3527
2896,1,0.6144
2897,1,0.4898
2898,1,0.629
2899,6,0.5864
29,2,0.4442
290,3,0.6314
2900,7,0.3174
2901,2,0.6547
2902,1,0.7072
2903,1,0.9176
2904,7,0.3379
2905,1,0.6754
2906,1,0.727
2907,3,0.4769
2908,2,0.3456
2909,1,0.5211
291,3,0.6183
2910,5,0.7608
2911,1,0.3762
2912,2,0.5168
2913,1,0.5984
2914,6,0.3287
2915,3,0.657
2916,1,0.4974
2917,6,0.3112
2918,5,0.3526
2919,3,0.5842
292,5,0.4757
2920,1,0.3398
2921,0,0.6558
2922,3,0.3377
2923,4,0.7675
2924,6,0.4547
2925,1,0.7197
2926,0,0.4749
2927,2,0.4322
2928,1,0.5603
2929,1,0.7758
293,3,0.6579
2930,4,0.6043
2931,3,0.4262
2932,1,0.7988
2933,1,0.7602
2934,1,0.685
2935,1,0.9969
2936,2,0.4178
2937,0,0.4973
2938,6,0.574
2939,2,0.8428
294,3,0.4311
2940,1,0.3674
2941,1,0.4802
2942,6,0.682
2943,1,0.9019
2944,1,0.4562
2945,6,0.4306
2946,7,0.5634
2947,6,0.5923
2948,1,0.8204
2949,7,0.5127
295,3,0.8049
2950,4,0.3728
2951,5,0.9475
2952,1,0.6182
2953,1,0.782
2954,3,0.4684
2955,4,0.7491
2956,5,0.5615
2957,0,0.428
2958,7,0.415
2959,1,0.9937
296,2,0.6853
2960,1,0.448
2961,1,0.77
2962,2,0.3217
2963,1,0.7243
2964,0,0.4387
2965,1,0.779
2966,1,0.535
2967,4,0.4885
2968,5,0.6028
2969,1,0.5894
297,2,0.3831
2970,6,0.3918
2971,1,0.6511
2972,1,0.7713
2973,1,0.6632
2974,3,0.7081
2975,1,0.3025
2976,0,0.7047
2977,6,0.4258
2978,1,0.7313
2979,6,0.5608
298,3,0.7918
2980,6,0.5344
2981,0,0.3707
2982,1,0.5761
2983,1,0.3637
2984,6,0.4504
2985,7,0.5675
2986,4,0.7837
2987,5,0.4444
2988,1,0.524
2989,6,0.9389
299,2,0.9983
2990,5,0.7179
2991,6,0.5006
2992,1,0.6168
2993,5,0.6691
2994,1,0.7895
2995,2,0.521
2996,1,0.4082
2997,6,0.6226
2998,1,0.8086
2999,1,0.529
3,3,0.7716
30,3,0.3699
300,3,0.7334
3000,1,0.512
3001,1,0.6669
3002,5,0.5383
3003,1,0.71
3004,6,0.654
3005,6,0.5043
3006,4,0.4363
3007,1,0.4837
3008,1,0.4705
3009,2,0.5882
301,3,0.5639
3010,0,0.5955
3011,2,0.7538
3012,5,0.7667
3013,1,0.6062
3014,6,0.5093
3015,1,0.4678
3016,0,0.7656
3017,1,0.453
3018,2,0.5169
3019,1,0.7036
302,2,0.795
3020,3,0.6407
3021,0,0.4627
3022,7,0.369
3023,1,0.5143
3024,1,0.361
3025,1,0.8127
3026,7,0.3224
3027,1,0.4558
3028,4,0.6072
3029,1,0.7085
303,3,0.7522
3030,0,0.4567
3031,4,0.746
3032,1,0.5496
3033,1,0.7232
3034,1,0.3877
3035,0,0.5008
3036,7,0.3903
3037,0,0.4735
3038,1,0.3731
3039,6,0.4359
304,4,0.6321
3040,2,0.4629
3041,1,0.7871
3042,1,0.3417
3043,1,0.6904
3044,1,0.5097
3045,4,0.5356
3046,1,0.7636
3047,1,0.7262
3048,0,0.5778
3049,6,0.6489
3050,4,0.3277
3051,1,0.4356
3052,5,0.9987
3053,5,0.7846
3054,0,0.9195
3055,2,0.4326
3056,1,0.5164
3057,1,0.6924
3058,1,0.6941
3059,1,0.7327
306,4,0.5034
3060,6,0.5333
3061,7,0.5919
3062,7,0.6268
3063,0,0.5727
3064,1,0.7164
3065,1,0.9103
3066,6,0.7694
3067,6,0.5486
3068,1,0.4962
3069,6,0.4773
307,2,0.6033
3070,4,0.7405
3071,5,0.4955
3072,1,0.6058
3073,1,0.5945
3074,1,0.7786
3075,1,0.8526
3076,0,0.4466
3077,3,0.3249
3078,0,0.5965
3079,5,0.6634
308,3,0.7356
3080,1,0.6313
3081,0,0.3812
3082,5,0.5662
3083,0,0.4807
3084,1,0.8097
3085,0,0.7971
3086,6,0.5359
3087,5,0.6119
3088,1,0.4002
3089,7,0.4308
309,4,0.5693
3090,7,0.4429
3091,5,0.3176
3092,5,0.8223
3093,2,0.3512
3094,5,0.4387
3095,7,0.3717
3096,2,0.4753
3097,5,0.3124
3098,5,0.9431
3099,1,0.4917
31,4,0.7758
310,6,0.6073
3100,1,0.4169
3101,3,0.6467
3102,4,0.5302
3103,6,0.7224
3104,6,0.7092
3105,7,0.492
3106,4,0.7622
3107,6,0.5204
3108,1,0.9408
3109,0,0.6814
311,2,0.8966
3110,1,0.8481
3111,7,0.3804
3112,0,0.6957
3113,1,0.9685
3114,2,0.8009
3115,1,0.5694
3116,6,0.6435
3117,1,0.7005
3118,1,0.9494
3119,1,0.6738
312,3,0.5501
3120,1,0.8554
3121,6,0.6012
3122,2,0.3852
3123,4,0.7934
3124,1,0.446
3125,1,0.4072
3126,0,0.7012
3127,0,0.4305
3128,1,0.5936
3129,3,0.7436
313,4,0.3391
3130,6,0.5833
3131,0,0.5617
3132,6,0.74
3133,7,0.5555
3134,6,0.2734
3135,1,0.5609
3136,1,0.614
3137,1,0.6066
3138,1,0.5792
3139,3,0.5927
314,6,0.4467
3140,4,0.6262
3141,7,0.699
3142,5,0.9187
3143,6,0.5895
3144,6,0.5368
3145,1,0.5577
3146,0,0.6328
3147,1,0.8663
3148,1,0.5069
3149,1,0.9762
315,3,0.6551
3150,3,0.3358
3151,5,0.4711
3152,1,0.421
3153,1,0.4073
3154,5,0.4989
3155,1,0.7424
3156,7,0.4569
3157,2,0.3167
3158,1,0.4927
3159,2,0.3542
316,4,0.6793
3160,7,0.4943
3161,4,0.8838
3162,1,0.6285
3163,5,0.9672
3164,1,0.8206
3165,7,0.522
3166,1,0.8429
3167,1,0.78
3168,4,0.5214
3169,7,0.534
317,2,0.4046
3170,1,0.5023
3171,1,0.45
3172,7,0.3921
3173,7,0.3777
3174,4,0.5828
3175,1,0.4226
3176,6,0.5799
3177,1,0.615
3178,5,0.8598
3179,6,0.6021
318,3,0.9889
3180,6,0.5256
3181,1,0.5537
3182,6,0.5516
3183,6,0.4114
3184,2,0.3895
3185,1,0.9678
3186,1,0.7181
3187,6,0.7317
3188,6,0.4815
3189,1,0.7032
319,2,0.4493
3190,1,0.5243
3191,6,0.7977
3192,3,0.4959
3193,1,0.7014
3194,6,0.585
3195,1,0.2967
3196,3,0.508
3197,5,0.7758
3198,1,0.7395
3199,7,0.6475
32,4,0.809
320,3,0.4785
3200,1,0.5292
3201,1,0.6317
3202,6,0.6955
3203,1,0.7072
3204,4,0.4541
3205,7,0.419
3206,0,0.5084
3207,7,0.5173
3208,7,0.3907
3209,6,0.3465
321,5,0.4016
3210,0,0.5763
3211,1,0.4817
3212,1,0.4986
3213,3,0.7705
3214,7,0.6138
3215,1,0.5224
3216,1,0.3489
3217,0,0.8194
3218,6,0.3552
3219,7,0.5795
322,2,0.7685
3220,2,0.6066
3221,2,0.9708
3222,1,0.4112
3223,1,0.7666
3224,2,0.4187
3225,6,0.5714
3226,0,0.3525
3227,1,0.4648
3228,3,0.604
3229,4,0.4128
323,3,0.7606
3230,6,0.7968
3231,1,0.4274
3232,7,0.4939
3233,5,0.6776
3234,6,0.5986
3235,1,0.5078
3236,2,0.4606
3237,2,0.4719
3238,1,0.9066
3239,6,0.6625
324,2,0.4245
3240,1,0.4734
3241,6,0.4653
3242,2,0.3552
3243,1,0.6913
3244,2,0.5356
3245,6,0.5033
3246,1,0.6237
3247,1,0.7218
3248,1,0.7868
3249,5,0.8015
325,3,0.7682
3250,5,0.72
3251,5,0.4997
3252,1,0.6935
3253,5,0.8019
3254,0,0.734
3255,1,0.6102
3256,4,0.4156
3257,6,0.4298
3258,5,0.7994
3259,7,0.7782
326,4,0.8477
3260,1,0.9616
3261,4,0.4833
3262,6,0.353
3263,3,0.4546
3264,7,0.5955
3265,3,0.4627
3266,1,0.6283
3267,7,0.4199
3268,0,0.5523
3269,6,0.5124
327,5,0.5357
3270,1,0.775
3271,0,0.7357
3272,3,0.5947
3273,2,0.5266
3274,1,0.7121
3275,1,0.7402
3276,1,0.8721
3277,1,0.6819
3278,0,0.6201
3279,0,0.5103
328,3,0.8468
3280,6,0.6748
3281,3,0.5118
3282,1,0.8729
3283,1,0.5605
3284,1,0.7101
3285,1,0.5671
3286,1,0.7256
3287,0,0.3931
3288,1,0.9712
3289,7,0.4878
329,0,0.6218
3290,5,0.8217
3291,5,0.7657
3292,1,0.4147
3293,5,0.8659
3294,1,0.7558
3295,1,0.8083
3296,1,0.7934
3297,5,0.4297
3298,1,0.5649
3299,4,0.398
33,5,0.6486
330,3,0.9142
3300,4,0.3566
3301,7,0.5818
3302,1,0.5568
3303,1,0.6331
3304,0,0.5995
3305,1,0.6522
3306,5,0.9596
3307,1,0.386
3308,1,0.8419
3309,1,0.7037
331,4,0.2581
3310,1,0.7284
3311,5,0.5717
3312,1,0.5858
3313,2,0.6341
3314,1,0.3121
3315,1,0.3544
3316,4,0.8991
3317,1,0.4581
3318,5,0.8822
3319,6,0.718
332,1,0.4704
3320,2,0.399
3321,1,0.769
3322,2,0.3206
3323,6,0.5008
3324,3,0.3842
3325,1,0.6599
3326,7,0.4074
3327,3,0.4639
3328,1,0.8461
3329,5,0.9036
333,2,0.8835
3330,1,0.5704
3331,5,0.6861
3332,3,0.5535
3333,5,0.8313
3334,2,0.904
3335,1,0.5176
3336,1,0.587
3337,3,0.5589
3338,6,0.402
3339,6,0.8164
334,4,0.6646
3340,1,0.6352
3341,7,0.3746
3342,1,0.9686
3343,1,0.5122
3344,1,0.5568
3345,1,0.8246
3346,1,0.7801
3347,5,0.8074
3348,1,0.7656
3349,4,0.8082
335,3,0.3515
3350,5,0.6335
3351,1,0.8895
3352,6,0.7955
3353,1,0.7337
3354,1,0.9347
3355,5,0.5265
3356,6,0.491
3357,1,0.5727
3358,6,0.4784
3359,7,0.3769
336,2,0.5986
3360,7,0.5484
3361,1,0.8537
3362,1,0.7642
3363,0,0.5986
3364,4,0.8573
3365,1,0.455
3366,2,0.3245
3367,0,0.3843
3368,1,0.5331
3369,7,0.5442
337,5,0.6861
3370,7,0.4917
3371,5,0.7539
3372,6,0.5592
3373,6,0.6968
3374,1,0.8193
3375,1,0.7366
3376,1,0.6457
3377,7,0.6211
3378,2,0.6361
3379,1,0.5829
338,3,0.5272
3380,1,0.7132
3381,1,0.7616
3382,2,0.4691
3383,6,0.277
3384,1,0.6478
3385,1,0.5657
3386,5,0.4713
3387,1,0.6268
3388,1,0.8337
3389,0,0.5465
339,4,0.6323
3390,1,0.6264
3391,4,0.3103
3392,6,0.8442
3393,1,0.434
3394,4,0.8572
3395,1,0.5638
3396,6,0.4866
3397,1,0.4411
3398,1,0.605
3399,1,0.6186
34,2,0.5333
340,3,0.8472
3400,6,0.9518
3401,5,0.9985
3402,1,0.7905
3403,5,0.385
3404,1,0.4361
3405,3,0.417
3406,3,0.4766
3407,7,0.5183
3408,4,0.4942
3409,6,0.4689
341,3,0.9377
3410,1,0.825
3411,5,0.6448
3412,1,0.4586
3413,1,0.7917
3414,1,0.9216
3415,1,0.6516
3416,1,0.4526
3417,1,0.9796
3418,6,0.6056
3419,4,0.4242
342,4,0.6772
3420,1,0.5691
3421,2,0.4795
3422,6,0.5395
3423,5,0.509
3424,6,0.4487
3425,1,0.6843
3426,1,0.785
3427,1,0.5889
3428,1,0.5749
3429,7,0.3691
343,2,0.3572
3430,0,0.3663
3431,6,0.7285
3432,6,0.8069
3433,6,0.5822
3434,7,0.7384
3435,0,0.5477
3436,6,0.6302
3437,6,0.4967
3438,1,0.6219
3439,4,0.5129
344,3,0.4901
3440,1,0.7392
3441,1,0.3687
3442,6,0.5372
3443,3,0.6192
3444,1,0.9364
3445,5,0.5425
3446,1,0.3594
3447,6,0.8609
3448,0,0.501
3449,3,0.6136
3450,0,0.4993
3451,1,0.4117
3452,5,0.8747
3453,3,0.6338
3454,1,0.756
3455,1,0.9408
3456,7,0.7459
3457,6,0.6973
3458,2,0.9177
3459,5,0.8473
346,2,0.544
3460,6,0.6312
3461,1,0.5767
3462,1,0.697
3463,1,0.6304
3464,0,0.4769
3465,7,0.526
3466,6,0.6421
3467,4,0.4635
3468,2,0.4894
3469,1,0.6367
347,4,0.8644
3470,6,0.3603
3471,6,0.9059
3472,0,0.7222
3473,6,0.5896
3474,7,0.382
3475,1,0.5737
3476,3,0.4218
3477,1,0.6248
3478,6,0.5103
3479,1,0.6958
348,3,0.6374
3480,6,0.4936
3481,2,0.7282
3482,3,0.4478
3483,0,0.4678
3484,6,0.849
3485,1,0.4891
3486,6,0.4726
3487,6,0.6062
3488,1,0.6637
3489,1,0.5865
349,3,0.5924
3490,1,0.7928
3491,1,0.8674
3492,1,0.5439
3493,0,0.693
3494,4,0.3823
3495,1,0.4706
3496,1,0.5344
3497,1,0.7005
3498,1,0.5534
3499,6,0.673
35,3,0.5548
350,2,0.6433
3500,1,0.7222
3501,5,0.7177
3502,1,0.7597
3503,5,0.4052
3504,5,0.8188
3505,7,0.4643
3506,0,0.6903
3507,7,0.5106
3508,5,0.423
3509,2,0.3817
351,2,0.5679
3510,6,0.6386
3511,5,0.3523
3512,1,0.7453
3513,4,0.537
3514,1,0.4209
3515,1,0.6848
3516,2,0.4075
3517,4,0.4928
3518,1,0.6784
3519,7,0.4249
352,3,0.4661
3520,6,0.7178
3521,2,0.5395
3522,1,0.5479
3523,5,0.8736
3524,3,0.4458
3525,1,0.5205
3526,6,0.9062
3527,3,0.4518
3528,2,0.574
3529,7,0.4548
353,4,0.8324
3530,2,0.6188
3531,2,0.4552
3532,1,0.862
3533,0,0.6582
3534,1,0.4676
3535,4,0.3068
3536,1,0.4959
3537,1,0.7993
3538,1,0.331
3539,1,0.5555
354,4,0.6002
3540,0,0.6929
3541,0,0.5605
3542,1,0.3115
3543,6,0.4225
3544,6,0.5301
3545,5,0.6358
3546,1,0.6033
3547,5,0.4944
3548,1,0.5608
3549,1,0.6021
355,3,0.4663
3550,1,0.568
3551,1,0.8
3552,1,0.5006
3553,1,0.7317
3554,6,0.4062
3555,4,0.4385
3556,1,0.589
3557,5,0.7747
3558,1,0.2891
3559,1,0.5221
356,2,0.6174
3560,7,0.5088
3561,6,0.6706
3562,1,0.6093
3563,7,0.427
3564,1,0.6086
3565,0,0.8101
3566,6,0.4852
3567,0,0.3792
3568,1,0.8625
3569,5,0.7368
357,3,0.469
3570,4,0.9842
3571,1,0.5977
3572,6,0.5621
3573,3,0.5468
3574,1,0.4132
3575,6,0.7685
3576,0,0.5455
3577,7,0.3384
3578,1,0.6721
3579,7,0.7127
358,3,0.9891
3580,5,0.9648
