id,h-index Microsoft
3555,51
3556,4
3557,8
3558,0
3559,27
356,0
3560,25
3561,11
3562,21
3563,7
3564,71
3565,12
3566,5
3567,100
3568,6
3569,121
357,21
3570,3
3571,21
3572,44
3573,32
3574,52
3575,33
3576,4
3577,12
3578,29
3579,1
358,19
3580,5
3581,7
3582,1
3583,5
3584,34
3585,21
3586,62
3587,1
3588,14
3589,8
359,17
3590,24
3591,13
3592,14
3593,48
3594,11
3595,15
3596,3
3597,0
3598,16
3599,3
36,20
360,32
3600,31
3601,34
3602,26
3603,6
3604,8
3605,32
3606,23
3607,14
3608,8
3609,30
361,6
3610,0
3611,7
3612,15
3613,36
3614,31
3615,6
3616,6
3617,5
3618,8
3619,16
362,49
3620,32
3621,7
3622,27
3623,18
3624,58
3625,0
3626,100
3627,16
3628,24
3629,1
363,20
3630,26
3631,24
3632,15
3633,26
3634,29
3635,9
3636,49
3637,98
3638,26
3639,28
364,54
3640,15
3641,26
3642,6
3643,19
3644,4
3645,21
3646,8
3647,24
3648,19
3649,75
365,12
3650,5
3651,4
3652,29
3653,19
3654,7
3655,23
3656,43
3657,17
3658,33
3659,9
366,9
3660,31
3661,25
3662,69
3663,10
3664,38
3665,8
3666,1
3667,57
3668,25
3669,16
367,36
3670,48
3671,10
3672,8
3673,68
3674,49
3675,20
3676,24
3677,0
3678,32
3679,35
368,22
3680,13
3681,20
3682,26
3683,7
3684,12
3685,60
3686,8
3687,7
3688,95
3689,73
369,6
3690,11
3691,7
3692,24
3693,42
3694,12
3695,27
3696,14
3697,13
3698,19
3699,7
37,9
370,7
3700,47
3701,27
3702,8
3703,61
3704,12
3705,72
3706,8
3707,2
3708,6
3709,2
371,59
3710,63
3711,36
3712,21
3713,24
3714,12
3715,3
3716,13
3717,9
3718,11
3719,15
372,1
3720,47
3721,5
3722,129
3723,3
3724,33
3725,65
3726,2
3727,42
3728,13
3729,6
373,22
3730,4
3731,12
3732,9
3733,0
3734,28
3735,14
3736,11
3737,22
3738,48
3739,15
374,14
3740,7
3741,21
3742,0
3743,20
3744,8
3745,11
3746,46
3747,18
3748,20
3749,14
375,90
3750,2
3751,46
3752,17
3753,24
3754,7
3755,6
3756,7
3757,7
3758,59
3759,15
376,46
3760,43
3761,50
3762,18
3763,17
3764,53
3765,11
3766,3
3767,12
3768,8
3769,4
377,19
3770,17
3771,42
3772,31
3773,15
3774,53
3775,0
3776,18
3777,15
3778,23
3779,45
378,13
3780,65
3781,7
3782,10
3783,8
3784,13
3785,16
3786,80
3787,0
3788,14
3789,12
379,24
3790,9
3791,0
3792,62
3793,11
3794,28
3795,32
3796,43
3797,22
3798,14
3799,10
38,19
380,6
3800,65
3801,9
3802,19
3803,3
3804,35
3805,59
3806,5
3807,12
3808,72
3809,21
381,11
3810,14
3811,2
3812,15
3813,17
3814,65
3815,58
3816,12
3817,24
3818,121
3819,39
382,44
3820,13
3821,12
3822,18
3823,20
3824,11
3825,27
3826,3
3827,7
3828,21
3829,14
383,60
3830,17
3831,0
3832,15
3833,0
3834,67
3835,9
3836,16
3837,6
3838,7
3839,19
384,74
3840,105
3841,97
3842,19
3843,2
3844,35
3845,37
3846,60
3847,36
3848,14
3849,47
385,35
3850,13
3851,0
3852,1
3853,19
3854,18
3855,48
3856,8
3857,13
3858,19
3859,0
386,39
3860,9
3861,39
3862,27
3863,0
3864,13
3865,15
3866,74
3867,21
3868,89
3869,38
387,1
3870,8
3871,11
3872,6
3873,5
3874,79
3875,4
3876,4
3877,10
3878,3
3879,22
388,35
3880,46
3881,17
3882,36
3883,3
3884,6
3885,36
3886,21
3887,9
3888,2
3889,23
389,48
3890,36
3891,15
3892,72
3893,60
3894,12
3895,94
3896,7
3897,21
3898,9
3899,4
39,65
390,100
3900,9
3901,8
3902,2
3903,0
3904,14
3905,1
3906,29
3907,26
3908,33
3909,39
391,28
3910,19
3911,28
3912,59
3913,1
3914,67
3915,9
3916,26
3917,24
3918,35
3919,21
392,66
3920,5
3921,23
3922,2
3923,32
3924,35
3925,29
3926,10
3927,5
3928,37
3929,44
393,30
3930,20
3931,18
3932,0
3933,73
3934,28
3935,61
3936,76
3937,32
3938,19
3939,144
394,65
3940,40
3941,103
3942,1
3943,108
3944,27
3945,9
3946,28
3947,4
3948,6
3949,5
395,26
3950,26
3951,49
3952,24
3953,10
3954,10
3955,8
3956,15
3957,17
3958,39
3959,33
396,4
3960,51
3961,21
3962,30
3963,23
3964,27
3965,33
3966,141
3967,159
3968,9
3969,7
397,11
3970,12
3971,12
3972,28
3973,77
3974,74
3975,6
3976,24
3977,35
3978,10
3979,18
398,45
3980,21
3981,4
3982,20
3983,18
3984,5
3985,0
3986,2
3987,1
3988,6
3989,18
399,30
3990,3
3991,30
3992,37
3993,25
3994,46
3995,30
3996,11
3997,19
3998,5
3999,94
4,52
40,53
400,0
4000,4
4001,15
4002,38
4003,67
4004,5
4005,0
4006,13
4007,10
4008,40
4009,30
401,0
4010,11
4011,15
4012,6
4013,20
4014,10
4015,7
4016,33
4017,2
4018,52
4019,76
402,2
4020,17
4021,8
4022,16
4023,17
4024,41
4025,33
4026,7
4027,110
4028,3
4029,6
403,25
4030,23
4031,9
4032,30
4033,42
4034,25
4035,20
4036,0
4037,20
4038,4
4039,0
404,13
4040,16
4041,20
4042,34
4043,13
4044,17
4045,33
4046,18
4047,28
4048,50
4049,35
405,24
4050,44
4051,46
4052,14
4053,14
4054,17
4055,15
4056,17
4057,44
4058,16
4059,8
406,44
4060,5
4061,12
4062,68
4063,39
4064,3
4065,49
4066,25
4067,17
4068,11
4069,35
407,16
4070,31
4071,36
4072,40
4073,18
4074,15
4075,17
4076,7
4077,12
4078,25
4079,72
408,11
4080,15
4081,61
4082,10
4083,43
4084,42
4085,0
4086,51
4087,11
4088,11
4089,27
409,16
4090,89
4091,22
4092,43
4093,6
4094,68
4095,20
4096,26
4097,7
4098,15
4099,8
41,104
410,28
4100,18
4101,39
4102,12
4103,6
4104,36
4105,87
4106,13
4107,13
4108,17
4109,7
411,15
4110,19
4111,22
4112,88
4113,25
4114,18
4116,13
4117,14
4118,20
4119,21
412,7
4120,8
4121,30
4122,23
4123,33
4124,11
4125,17
4126,5
4127,2
4128,13
4129,18
413,73
4130,7
4131,15
4132,35
4133,31
4134,146
4135,8
4136,10
4137,47
4138,18
4139,67
414,24
4140,51
4141,15
4142,22
4143,10
4144,38
4145,9
4146,11
4147,13
4148,17
4149,20
415,8
4150,15
4151,8
4152,5
4153,63
4154,13
4155,2
4156,13
4157,33
4158,11
4159,9
416,5
4160,12
4161,50
4162,27
4163,75
4164,1
4165,14
4166,20
4167,45
4168,15
4169,11
417,2
4170,3
4171,6
4172,23
4173,142
4174,155
4175,28
4176,57
4177,47
4178,83
4179,10
418,39
4180,79
4181,15
4182,32
4183,17
4184,25
4185,50
4186,19
4187,42
4188,13
4189,20
419,20
4190,7
4191,30
4192,7
4193,16
4194,29
4195,12
4196,28
4197,9
4198,44
4199,70
42,52
420,26
4200,21
4201,53
4202,33
4203,30
4204,161
4205,19
4206,12
4207,10
4208,23
4209,3
421,4
4210,1
4211,14
4212,12
4213,5
4214,14
4215,21
4216,1
4217,15
4218,17
4219,8
422,24
4220,15
4221,29
4222,80
4223,37
4224,26
4225,29
4226,44
4227,17
4228,25
4229,72
423,39
4230,5
4231,10
4232,24
4233,24
4234,13
4235,15
4236,24
4237,24
4238,19
4239,1
424,51
4240,38
4241,32
4242,1
4243,10
4244,29
4245,36
4246,8
4247,0
4248,4
4249,27
425,37
4250,41
4251,7
4252,14
4253,34
4254,63
4255,19
4256,12
4257,7
4258,8
4259,15
426,16
4260,28
4261,13
4262,172
4263,14
4264,20
4265,0
4266,26
4267,2
4268,20
4269,26
427,18
4270,9
4271,0
4272,12
4273,42
4274,5
4275,22
4276,18
4277,34
4278,11
4279,11
428,21
4280,58
4281,22
4282,9
4283,25
4284,15
4285,35
4286,35
4287,7
4288,4
4289,50
429,46
4290,6
4291,78
4292,1
4293,0
4294,10
4295,61
4296,21
4297,10
4298,9
4299,12
43,60
430,31
4300,6
4301,18
4302,24
4303,40
4304,7
4305,3
4306,8
4307,16
4308,2
4309,25
431,29
4310,12
4311,4
4312,22
4313,46
4314,40
4315,31
4316,8
4317,7
4318,5
4319,28
432,1
4320,4
4321,0
4322,8
4323,48
4324,9
4325,14
4326,14
4327,0
4328,18
4329,9
433,35
4330,22
4331,16
4332,29
4333,33
4334,13
4335,9
4336,16
4337,6
4338,14
4339,89
434,4
4340,7
4341,14
4342,15
4343,9
4344,12
4345,7
4346,27
4347,8
4348,28
4349,62
435,8
4350,15
4351,58
4352,32
4353,20
4354,10
4355,55
4356,22
4357,23
4358,29
4359,20
436,64
4360,23
4361,90
4362,15
4363,19
4364,49
4365,21
4366,98
4367,13
4368,14
4369,38
437,64
4370,18
4371,7
4372,12
4373,14
4374,46
4375,8
4376,9
4377,8
4378,3
4379,24
438,24
4380,7
4381,34
4382,10
4383,15
4384,9
4385,11
4386,15
4387,14
4388,6
4389,48
439,46
4390,6
4391,10
4392,0
4393,24
4394,15
4395,73
4396,41
4397,34
4398,23
4399,8
44,39
440,1
4400,40
4401,14
4402,13
4403,10
4404,5
4405,10
4406,22
4407,67
4408,1
4409,14
441,1
4410,63
4411,49
4412,6
4413,32
4414,4
4415,36
4416,70
4417,11
4418,0
4419,6
442,6
4420,3
4421,36
4422,22
4423,19
4424,27
4425,22
4426,22
4427,4
4428,3
4429,8
443,60
4430,3
4431,70
4432,18
4433,56
4434,20
4435,17
4436,8
4437,24
4438,38
4439,21
444,5
4440,14
4441,58
4442,81
4443,28
4444,120
4445,35
4446,15
4447,13
4448,11
4449,3
445,10
4450,31
4451,24
4452,10
4453,18
4454,38
4455,29
4456,29
4457,6
4458,66
4459,12
446,96
4460,56
4461,0
4462,0
4463,9
4464,34
4465,28
4466,2
4467,5
4468,59
4469,45
447,2
4470,32
4471,41
4472,8
4473,19
4474,19
4475,84
4476,10
4477,59
4478,15
4479,21
448,51
4480,67
4481,29
4482,11
4483,117
4484,7
4485,34
4486,6
4487,17
4488,22
4489,23
449,6
4490,58
4491,7
4492,23
4493,103
4494,54
4495,6
4496,Not in Microsoft Academic
4497,28
4498,10
4499,11
45,18
450,0
4500,3
4501,28
4502,5
4503,17
4504,9
4505,28
4506,9
4507,7
4508,4
4509,44
451,18
4510,10
4511,21
4512,48
4513,26
4514,5
4515,14
4516,21
4517,80
4518,33
4519,9
452,4
4520,73
4521,19
4522,7
4523,19
4524,28
4526,47
4527,89
4528,32
4529,7
453,17
4530,35
4531,3
4532,100
4533,43
4534,59
4535,23
4536,12
4537,27
4538,72
4539,7
454,37
4540,45
4541,12
4542,8
4543,9
4544,28
4545,43
4546,24
4547,8
4548,5
4549,4
455,10
4550,29
4551,33
4552,16
4553,3
4554,4
4555,91
4556,21
4557,22
4558,5
4559,5
4560,2
4561,13
4562,8
4563,59
4564,13
4565,32
4566,45
4567,13
4568,72
4569,9
457,19
4570,6
4571,11
4572,2
4573,0
4574,15
4575,62
4576,5
4577,61
4578,75
4579,54
458,36
4580,4
4581,13
4582,46
4583,19
4584,11
4585,16
4586,33
4587,60
4588,5
4589,0
459,47
4590,10
4591,Not in Microsoft Academic
4592,18
4593,0
4594,3
4595,96
4596,17
4597,1
4598,4
4599,8
46,36
460,114
4600,1
4601,19
4602,8
4603,14
4604,3
4605,46
4606,18
4607,28
4608,42
4609,31
461,10
4610,43
4611,8
4612,28
4613,180
4614,4
4615,0
4616,3
4617,5
4618,124
4619,15
462,3
4620,27
4621,50
4622,24
4623,9
4624,49
4625,8
4626,7
4627,19
4628,30
4629,46
463,19
4630,30
4631,79
4632,18
4633,15
4634,34
4635,13
4636,5
4637,4
4638,44
4639,30
464,16
4640,25
4641,70
4642,15
4643,17
4644,19
4645,26
4646,65
4647,13
4648,15
4649,19
465,31
4650,46
4651,31
4652,20
4653,7
4654,10
4655,35
4656,20
4657,3
4658,14
4659,2
466,16
4660,6
4661,3
4662,13
4663,9
4664,9
4665,12
4666,22
4667,93
4668,23
4669,17
467,20
4670,2
4671,8
4672,4
4673,31
4674,10
4675,34
4676,61
4677,11
4678,20
4679,66
468,0
4680,27
4681,6
4682,10
4683,13
4684,0
4685,40
4686,115
4687,93
4688,7
4689,97
469,8
4690,21
4691,175
4692,3
4693,28
4694,5
4695,5
4696,5
4697,22
4698,1
4699,17
47,44
4700,6
4701,65
4702,4
4703,34
4704,21
4705,10
4706,10
4707,35
4708,10
4709,1
471,67
4710,11
4711,9
4712,2
4713,12
4714,13
4715,62
4716,38
4717,7
4718,11
4719,0
472,5
4720,11
4721,13
4722,7
4723,5
4724,53
4725,0
4726,11
4727,41
4728,3
4729,22
473,53
4730,22
4731,4
4732,7
4733,91
4734,9
4735,18
4736,3
4737,0
4738,16
4739,11
474,25
4740,5
4741,10
4742,20
4743,31
4744,4
4745,1
4746,12
4747,8
4748,8
4749,19
475,0
4750,15
4751,6
4752,6
4753,48
4754,17
4755,40
4756,10
4757,8
4758,7
4759,8
476,28
4760,17
4761,37
4762,9
4763,0
4764,21
4765,3
4766,8
4767,61
4768,12
4769,10
477,14
4770,9
4771,11
4772,20
4773,5
4774,6
4775,61
4776,10
4777,9
4778,11
4779,5
478,4
4780,32
4781,17
4782,17
4783,24
4784,20
4785,5
4786,14
4787,32
4788,7
4789,4
479,6
4790,40
4791,53
4792,14
4793,23
4794,54
4795,22
4796,1
4797,3
4798,10
4799,3
48,4
480,10
4800,3
4801,6
4802,3
4803,29
4804,12
4805,14
4806,17
4807,90
4808,12
4809,8
481,6
4810,28
4811,3
4812,6
4813,4
4814,17
4815,8
4816,9
4817,20
4818,7
4819,15
482,29
4820,80
4821,5
4822,6
4823,8
4824,27
4825,30
4826,22
4827,8
4828,28
4829,3
483,1
4830,54
4831,20
4832,67
4833,14
4834,38
4835,0
4836,4
4837,64
4838,10
4839,38
484,7
4840,12
4841,7
4842,10
4843,40
4844,12
4845,10
4846,10
4847,29
4848,0
4849,19
485,18
4850,18
4851,7
4852,11
4853,0
4854,33
4855,11
4856,27
4857,70
4858,26
4859,22
486,14
4860,13
4861,26
4862,18
4863,16
4864,10
4865,9
4866,15
4867,27
4868,6
4869,4
487,5
4870,39
4871,13
4872,7
4873,14
4874,23
4875,15
4876,9
4877,11
4878,10
4879,35
488,30
4880,3
4881,24
4882,11
4883,58
4884,8
4885,29
4886,3
4887,9
4888,3
4889,7
489,67
4890,7
4891,16
4892,22
4893,16
4894,20
4895,1
4896,8
4897,6
4898,22
4899,7
49,3
490,17
4900,7
4901,55
4902,3
4903,20
4904,13
4905,27
4906,6
4907,73
4908,14
4909,9
491,38
4910,16
4911,4
4912,3
4913,17
4914,20
4915,0
4916,0
4917,12
4918,14
4919,11
492,11
4920,29
4921,7
4922,37
4923,7
4924,0
4925,7
4926,14
4927,22
4928,7
4929,18
493,16
4930,23
4931,7
4932,0
4933,12
4934,13
4935,21
4936,15
4937,21
4938,123
4939,19
494,12
4940,11
4941,47
4942,13
4943,8
4944,121
4945,6
4946,10
4947,0
4948,0
4949,44
4950,5
4951,12
4952,3
4953,20
4954,27
4955,10
4956,7
4957,18
4958,13
4959,50
496,22
4960,119
4961,34
4962,13
4963,15
4964,7
4965,12
4966,6
4967,4
4968,3
4969,11
497,21
4970,30
4971,46
4972,21
4973,0
4974,23
4975,6
4976,4
4977,37
4978,19
4979,20
498,28
4980,6
4981,10
4982,0
4983,73
4984,43
4985,5
4986,19
4987,25
4988,15
4989,1
499,11
4990,6
4991,7
4992,39
4993,61
4994,8
4995,5
4996,39
4997,15
4998,1
4999,5
5,33
50,0
500,12
5000,2
5001,7
5002,25
5003,17
5004,100
5005,9
5006,1
5007,0
5008,6
5009,14
501,33
5010,16
5011,3
5012,3
5013,0
5014,3
5015,30
5016,3
5017,6
5018,1
5019,5
502,14
5020,9
5021,27
5022,53
5023,2
5024,15
5025,2
5026,12
5027,10
5028,48
5029,5
503,23
5030,18
5031,2
5032,4
5033,23
5034,12
5035,19
5036,19
5037,12
5038,47
5039,20
504,1
5040,21
5041,12
5042,41
5043,20
5044,47
5045,8
5046,2
5047,1
5048,8
5049,16
505,43
5050,22
5051,3
5052,8
5053,31
5054,27
5055,24
5056,4
5057,3
5058,83
5059,11
506,44
5060,6
5061,12
5062,23
5063,1
5064,104
5065,63
5066,10
5067,14
5068,11
5069,29
507,65
5070,0
5071,4
5072,11
5073,3
5074,5
5075,10
5076,13
5077,7
5078,28
5079,1
508,5
5080,5
5081,43
5082,27
5083,34
5084,10
5085,8
5086,12
5087,30
5088,9
5089,36
509,11
5090,3
5091,37
5092,0
5093,14
5094,5
5095,4
5096,22
5097,37
5098,13
5099,16
51,47
510,16
5100,16
5101,9
5102,11
5103,19
5104,5
5105,35
5106,2
5107,16
5108,9
5109,4
511,9
5110,29
5111,0
5112,21
5113,20
5114,32
5115,31
5116,66
5117,0
5118,22
5119,29
512,11
5120,19
5121,17
5122,25
5123,1
5124,33
5125,91
5126,24
5127,6
5128,8
5129,1
513,50
5130,12
5131,16
5132,80
5133,8
5134,18
5135,8
5136,77
5137,12
5138,0
5139,0
514,19
5140,26
5141,12
5142,24
5143,181
5144,6
5145,9
5146,20
5147,74
5148,18
5149,11
5150,21
5151,8
5152,8
5153,0
5154,10
5155,23
5156,18
5157,92
5158,17
5159,32
516,45
5160,9
5161,15
5162,8
5163,11
5165,11
5166,26
5167,6
5168,7
5169,15
517,34
5170,21
5171,9
5172,67
5173,5
5174,7
5175,13
5176,10
5177,6
5178,10
5179,19
518,35
5180,14
5181,15
5182,9
5183,176
5184,3
5185,21
5186,8
5187,17
5188,6
5189,21
519,20
5190,15
5191,31
5192,0
5193,15
5194,14
5195,1
5196,10
5197,41
5198,14
5199,26
52,43
520,39
5200,43
5201,12
5202,8
5203,8
5204,14
5205,19
5206,32
5207,13
5208,5
5209,12
521,27
5210,27
5211,50
5212,23
5213,4
5214,10
5215,30
5216,3
5217,7
5218,1
5219,30
522,28
5220,6
5221,5
5222,16
5223,0
5224,16
5225,7
5226,1
5227,25
5228,19
5229,17
523,55
5230,51
5231,Not in Microsoft Academic
5232,35
5233,18
5234,9
5235,29
5236,18
5237,6
5238,7
5239,3
524,0
5240,2
5241,22
5242,25
5243,11
5244,11
5245,75
5246,10
5247,5
5248,12
5249,27
525,14
5250,20
5251,10
5252,13
5253,48
5254,29
5255,78
5256,87
5257,8
5258,18
5259,17
526,6
5260,117
5261,56
5262,6
5263,10
5264,5
5265,2
5266,58
5267,37
5268,0
5269,6
527,22
5270,4
5271,5
5272,15
5273,6
5274,12
5275,44
5276,35
5277,10
5278,9
5279,29
528,12
5280,5
5281,0
5282,6
5283,1
5284,5
5285,22
5286,4
5287,5
5288,10
5289,51
529,53
5290,5
5291,0
5292,10
5293,19
5294,5
5295,17
5296,9
5297,6
5298,12
5299,31
53,40
530,39
5300,7
5301,21
5302,32
5303,50
5304,8
5305,21
5306,16
5307,0
5308,18
5309,6
531,43
5310,3
5311,14
5312,6
5313,18
5314,5
5315,33
5316,3
5317,17
5318,32
5319,3
532,2
5320,3
5322,6
5323,6
5324,3
5325,33
5326,17
5327,25
5328,14
5329,7
533,28
5330,15
5331,10
5332,5
5333,156
5334,26
5335,21
5336,28
5337,15
5338,13
5339,22
534,18
5340,65
5341,11
5342,52
5343,2
5344,16
5345,12
5346,38
5347,17
5348,20
5349,4
535,25
5350,8
5351,12
5352,6
5353,1
5354,5
5355,13
5356,21
5357,46
5358,1
5359,13
5360,Not in Microsoft Academic
5361,2
5362,2
5363,30
5364,1
5365,3
5366,4
5367,23
5368,5
5369,12
537,26
5370,4
5371,4
5372,4
5373,7
5374,6
5375,18
5376,0
5377,10
5378,1
5379,0
5380,13
5381,27
5382,48
5383,59
5384,5
5385,40
5386,11
5387,27
5388,19
5389,13
539,107
5390,3
5391,39
5392,5
5393,10
5394,8
5395,18
5396,5
5397,21
5398,6
5399,3
54,118
540,0
5400,6
5401,21
5402,5
5403,14
5404,7
5405,15
5406,18
5407,23
5408,47
5409,9
541,16
5410,40
5411,6
5412,5
5413,8
5414,11
5415,25
5416,58
5417,82
5418,26
5419,3
542,8
5420,13
5421,6
5422,83
5423,24
5424,4
5425,11
5426,14
5427,48
5428,3
5429,2
543,5
5430,0
5431,54
5432,36
5433,14
5434,24
5435,8
5436,3
5437,30
5438,31
5439,39
544,8
5440,2
5441,26
5442,6
5443,0
5444,6
5445,6
5446,12
5447,4
5448,44
5449,17
545,5
5450,70
5451,11
5452,19
5453,5
5454,21
5455,2
5456,8
5457,7
5458,17
5459,40
546,44
5460,18
5461,30
5462,29
5463,13
5464,51
5465,6
5466,10
5467,48
5468,14
5469,0
547,13
5470,6
5471,10
5472,11
5473,9
5474,12
5475,3
5476,13
5477,10
5478,28
5479,68
548,1
5480,15
5481,9
5482,89
5483,8
5484,12
5485,45
5486,35
5487,9
5488,14
5489,25
549,54
5490,10
5491,27
5492,9
5493,25
5494,9
5495,8
5496,15
5497,14
5498,10
5499,29
55,5
550,19
5500,7
5501,4
5502,22
5503,8
5504,10
5505,5
5506,13
5507,13
5508,30
5509,53
551,23
5510,17
5511,20
5512,35
5513,53
5514,7
5515,0
5516,41
5517,23
5518,10
5519,15
552,22
5520,45
5521,5
5522,1
5523,13
5524,12
5525,0
5526,0
5527,27
5528,33
5529,12
5530,21
5531,3
5532,7
5533,4
5534,117
5535,22
5536,Not in Microsoft Academic
5537,10
5538,0
5539,12
554,27
5540,7
5541,22
5542,9
5543,4
5544,91
5545,3
5546,40
5547,33
5548,4
5549,49
555,29
5550,23
5551,12
5552,27
5553,6
5554,32
5555,0
5556,30
5557,37
5558,11
5559,65
556,74
5560,19
5561,20
5562,55
5563,4
5564,2
5565,35
5567,6
5568,1
5569,22
557,21
5570,31
5571,33
5572,13
5573,28
5574,12
5575,2
5576,71
5577,55
5578,3
5579,24
558,102
5580,1
5581,4
5582,8
5583,33
5584,29
5585,3
5586,5
5587,5
5588,12
5589,9
559,22
5590,7
5591,6
5592,48
5593,55
5594,10
5595,15
5596,9
5597,13
5598,63
5599,0
56,11
560,11
5600,5
5601,1
5602,29
5603,9
5604,3
5605,20
5606,38
5607,9
5608,23
5609,2
561,34
5610,53
5611,43
5612,0
5613,3
5614,14
5615,7
5616,36
5617,4
5618,35
5619,37
562,37
5620,5
5621,6
5622,26
5623,15
5624,5
5625,13
5626,3
5627,13
5628,6
5629,75
563,4
5630,40
5631,22
5632,1
5633,32
5634,4
5635,47
5636,18
5637,42
5638,13
5639,17
564,22
5640,0
5641,35
5642,47
5643,5
5644,18
5645,5
5646,55
5647,7
5648,22
5649,6
565,20
5650,33
5651,11
5652,7
5653,11
5654,7
5655,10
5656,40
5657,6
5658,80
5659,4
566,0
5660,15
5661,18
5662,6
5663,41
5664,0
5665,12
5666,26
5667,10
5668,17
5669,80
567,14
5670,42
5671,7
5672,7
5673,2
5674,8
5675,2
5676,4
5677,4
5678,4
5679,47
568,24
5680,52
5681,29
5682,14
5683,8
5684,25
5685,53
5686,13
5687,0
5688,11
5689,45
569,34
57,51
570,37
571,3
5713,20
572,13
573,1
574,1
575,37
576,8
577,18
578,43
579,12
58,56
580,10
581,10
582,16
583,28
5837,7
5838,17
584,11
585,73
586,47
587,53
588,23
589,17
59,2
590,9
591,12
592,42
593,25
594,40
595,0
596,3
597,2
598,2
599,31
6,23
60,48
601,14
602,5
603,39
604,4
605,56
606,31
607,51
608,20
609,12
61,40
610,11
611,1
612,6
614,30
615,18
616,5
617,56
618,47
619,5
62,48
620,35
621,74
622,1
624,5
625,127
626,4
6268,21
6269,6
627,60
6270,5
6271,20
6272,65
6273,7
6274,14
6275,6
6276,14
6277,34
6278,36
6279,31
628,56
6280,16
6281,12
6282,0
6283,43
6284,38
6285,3
6286,15
6287,8
6288,6
6289,0
629,44
6290,13
6291,3
6292,2
6293,51
6294,16
6295,13
6296,6
6297,33
6298,7
6299,39
63,36
630,68
6300,7
6301,13
6302,8
6303,46
6304,27
6305,14
6306,6
6307,3
6308,4
6309,12
631,68
6310,3
6311,13
6312,7
6313,0
6314,51
6315,15
6316,1
6317,1
6318,4
6319,16
632,76
6320,17
6321,90
6322,0
6323,100
6324,10
6325,9
6326,6
6327,27
6328,59
6329,52
633,1
6330,1
6331,4
6332,6
6333,73
6334,42
6335,60
6336,0
6337,24
6338,113
6339,4
634,16
6340,8
6341,9
6342,35
6343,10
6344,0
6345,1
6346,17
6347,8
6348,49
6349,9
635,8
6350,8
6351,2
6352,3
6353,13
6354,4
6356,6
6357,18
6358,9
6359,9
636,23
6360,10
6361,26
6362,25
6363,5
6364,12
6365,6
6366,21
6367,7
6368,55
6369,24
637,29
6370,81
6371,4
6372,1
6373,52
6374,11
6375,14
6376,19
6377,7
6378,36
6379,2
638,25
6380,22
6381,15
6382,107
6383,4
6384,102
6385,80
6386,3
6387,8
6388,8
6389,5
639,24
6390,19
6391,63
6392,7
6393,15
6394,58
6395,7
6396,5
6397,13
6398,17
6399,50
64,8
640,77
6400,4
6401,6
6402,14
6403,5
6404,4
6405,8
6406,22
6407,0
6408,4
6409,13
641,45
6410,4
6411,10
6412,32
6413,55
6414,22
6415,29
6416,20
6417,16
6418,35
6419,13
642,50
6420,80
6421,15
6422,56
6423,13
6424,10
6425,13
6426,43
6427,34
6428,19
6429,22
643,33
6430,7
6431,5
6432,129
6433,21
6434,4
6435,0
6436,33
6437,2
6438,12
6439,27
644,1
6440,5
6441,16
6442,7
6443,25
6444,2
6445,9
6446,29
6447,5
6448,1
6449,32
645,7
6450,8
6451,41
6452,56
6453,57
6454,24
6455,99
6456,66
6457,12
6458,9
6459,4
646,49
6460,42
6461,105
6462,20
6463,10
6464,26
6465,7
6466,6
6467,3
6468,4
6469,3
647,39
6470,7
6471,26
6472,13
6473,13
6474,34
6475,21
6476,63
6477,27
6478,7
6479,13
648,24
6480,6
6481,72
6482,3
6483,4
6484,33
6485,74
6486,8
6487,48
6488,22
6489,10
649,147
6490,3
6491,35
6492,4
6493,10
6494,12
6495,3
6496,0
6497,13
6498,14
6499,1
65,17
650,26
6500,38
6501,41
6502,6
6503,4
6504,19
6505,17
6506,12
6507,90
6508,15
6509,3
651,5
6510,13
6511,13
6512,6
6513,9
6514,7
6515,15
6516,7
6517,8
6518,4
6519,10
652,20
6520,1
6521,0
6522,35
6523,24
6524,15
6525,6
6526,15
6527,61
6528,18
6529,20
653,39
6530,34
6531,11
6532,2
6533,14
6534,29
6535,13
6536,2
6537,93
6538,16
6539,4
654,33
6540,28
6541,8
6542,17
6543,23
6544,23
6545,9
6546,51
6547,0
6548,78
6549,5
655,42
6550,15
6551,11
6552,17
6553,6
6554,13
6555,27
6556,46
6557,19
6558,12
6559,88
656,0
6560,7
6561,73
6562,4
6563,13
6564,2
6565,14
6566,59
6567,27
6568,8
6569,6
657,0
6570,25
6571,22
6572,2
6573,39
6574,6
6575,1
6576,20
6577,6
6578,14
6579,4
658,10
6580,43
6581,8
6582,18
6583,11
6584,9
6585,41
6586,55
6587,3
6588,3
6589,7
659,16
6590,126
6591,7
6592,49
6593,14
6594,6
6595,8
6596,29
6597,20
6598,12
6599,1
66,39
660,23
6600,54
6601,2
6602,12
6603,7
6604,24
6605,13
6606,4
6607,11
6608,24
6609,14
661,31
6610,14
6611,0
6612,0
6613,45
6614,0
6615,4
6616,0
6617,38
6618,3
6619,12
662,17
6620,49
6621,0
6622,13
6623,5
6624,36
6625,2
6626,45
6627,50
6628,28
6629,2
663,41
6630,11
6631,6
6632,32
6633,24
6634,36
6635,0
6636,20
6637,9
6638,8
6639,5
664,7
6640,4
6641,12
6642,6
6643,19
6644,9
6645,12
6646,6
6647,46
6648,7
6649,15
6650,21
6651,9
6652,28
6653,32
6654,4
6655,7
6656,5
