902, 541 
1229, 541 
902, 7006 
1229, 7006 
371, 1221 
1230, 1221 
371, 189 
1230, 189 
371, 7856 
1230, 7856 
371, 966 
1230, 966 
371, 997 
1230, 997 
755, 632 
756, 632 
121, 632 
755, 7000 
756, 7000 
121, 7000 
755, 7072 
756, 7072 
121, 7072 
755, 7106 
756, 7106 
121, 7106 
755, 7762 
756, 7762 
121, 7762 
755, 7871 
756, 7871 
121, 7871 
755, 938 
756, 938 
121, 938 
686, 6952 
54, 6952 
1008, 7768 
819, 7768 
823, 7768 
820, 7768 
1008, 7771 
819, 7771 
823, 7771 
820, 7771 
1008, 7790 
819, 7790 
823, 7790 
820, 7790 
1231, 7030 
47, 7030 
898, 7030 
1232, 7030 
1233, 7030 
1231, 7113 
47, 7113 
898, 7113 
1232, 7113 
1233, 7113 
539, 1023 
539, 1132 
539, 1571 
539, 200 
539, 303 
539, 326 
539, 4690 
539, 54 
539, 572 
539, 7013 
539, 7748 
539, 7778 
539, 859 
1066, 7102 
21, 7102 
1066, 7723 
21, 7723 
156, 7102 
157, 7102 
156, 7723 
157, 7723 
405, 1037 
1020, 1037 
330, 1037 
405, 1640 
1020, 1640 
330, 1640 
405, 6338 
1020, 6338 
330, 6338 
405, 7803 
1020, 7803 
330, 7803 
405, 960 
1020, 960 
330, 960 
1098, 7113 
620, 7113 
1098, 7748 
620, 7748 
1098, 7807 
620, 7807 
146, 2540 
146, 7112 
1240, 7060 
7058, 7060 
7059, 7060 
1240, 7788 
7058, 7788 
7059, 7788 
1023, 7766 
585, 7766 
1023, 9019 
585, 9019 
1241, 632 
54, 632 
1241, 9291 
54, 9291 
951, 3429 
265, 3429 
364, 3429 
1251, 7759 
1252, 7759 
1253, 7759 
1254, 6617 
978, 7074 
1255, 7074 
1256, 7074 
1257, 7074 
980, 7074 
983, 7074 
978, 7075 
1255, 7075 
1256, 7075 
1257, 7075 
980, 7075 
983, 7075 
978, 7077 
1255, 7077 
1256, 7077 
1257, 7077 
980, 7077 
983, 7077 
978, 7120 
1255, 7120 
1256, 7120 
1257, 7120 
980, 7120 
983, 7120 
1258, 218 
759, 218 
1259, 6844 
271, 6844 
270, 6844 
539, 7748 
954, 6952 
54, 6952 
1267, 1983 
1088, 1983 
1087, 1983 
418, 6952 
686, 6952 
54, 6952 
1269, 6338 
330, 6338 
1200, 7808 
371, 7808 
308, 41 
755, 1386 
1254, 1386 
755, 632 
1254, 632 
755, 6617 
1254, 6617 
755, 7072 
1254, 7072 
162, 7023 
163, 7023 
107, 7023 
162, 7113 
163, 7113 
107, 7113 
162, 7734 
163, 7734 
107, 7734 
162, 7735 
163, 7735 
107, 7735 
457, 541 
457, 7807 
1188, 7811 
1278, 1297 
1279, 1297 
1278, 205 
1279, 205 
1278, 2449 
1279, 2449 
1278, 7728 
1279, 7728 
916, 43 
681, 43 
916, 868 
681, 868 
1280, 1087 
1088, 1087 
1280, 1983 
1088, 1983 
1280, 5485 
1088, 5485 
833, 1037 
1046, 1037 
833, 7755 
1046, 7755 
833, 7756 
1046, 7756 
833, 7758 
1046, 7758 
144, 2178 
164, 2178 
165, 2178 
144, 7107 
164, 7107 
165, 7107 
1284, 625 
99, 1018 
1162, 1018 
99, 13 
1162, 13 
99, 2866 
1162, 2866 
827, 557 
1288, 557 
1289, 557 
818, 557 
1290, 557 
364, 557 
827, 7065 
1288, 7065 
1289, 7065 
818, 7065 
1290, 7065 
364, 7065 
18, 476 
166, 476 
16, 476 
167, 476 
168, 476 
7113, 476 
7023, 476 
171, 476 
134, 476 
18, 7734 
166, 7734 
16, 7734 
167, 7734 
168, 7734 
7113, 7734 
7023, 7734 
171, 7734 
134, 7734 
18, 7735 
166, 7735 
16, 7735 
167, 7735 
168, 7735 
7113, 7735 
7023, 7735 
171, 7735 
134, 7735 
18, 7755 
166, 7755 
16, 7755 
167, 7755 
168, 7755 
7113, 7755 
7023, 7755 
171, 7755 
134, 7755 
708, 1278 
708, 2260 
708, 2449 
708, 6537 
708, 7856 
708, 975 
739, 6949 
54, 6949 
739, 7719 
54, 7719 
1185, 7759 
395, 7759 
1185, 7827 
395, 7827 
1159, 7069 
325, 7069 
908, 368 
1294, 368 
459, 368 
908, 4 
1294, 4 
459, 4 
908, 7787 
1294, 7787 
459, 7787 
908, 7788 
1294, 7788 
459, 7788 
908, 7807 
1294, 7807 
459, 7807 
908, 7814 
1294, 7814 
459, 7814 
1295, 966 
547, 966 
1296, 966 
95, 2155 
1299, 2155 
590, 2155 
97, 2155 
785, 2155 
1300, 2155 
678, 7068 
679, 7068 
678, 7811 
679, 7811 
172, 1542 
173, 1542 
174, 1542 
172, 2579 
173, 2579 
174, 2579 
172, 4 
173, 4 
174, 4 
172, 5 
173, 5 
174, 5 
1196, 9291 
1103, 9291 
7013, 9291 
371, 568 
1303, 568 
371, 7828 
1303, 7828 
397, 4108 
397, 632 
397, 7811 
397, 849 
947, 7756 
1309, 7756 
646, 7756 
575, 7756 
947, 7856 
1309, 7856 
646, 7856 
575, 7856 
1310, 333 
1311, 333 
54, 333 
1312, 326 
1313, 326 
1312, 5646 
1313, 5646 
1312, 768 
1313, 768 
1312, 7783 
1313, 7783 
1312, 7807 
1313, 7807 
1310, 6949 
770, 6949 
1311, 6949 
54, 6949 
1310, 7719 
770, 7719 
1311, 7719 
54, 7719 
1320, 7759 
1321, 7759 
1253, 7759 
577, 7779 
976, 1253 
976, 1417 
976, 7750 
15, 2867 
16, 2867 
17, 2867 
18, 2867 
17, 124 
168, 124 
169, 124 
17, 125 
168, 125 
169, 125 
17, 1394 
168, 1394 
169, 1394 
17, 261 
168, 261 
169, 261 
17, 7734 
168, 7734 
169, 7734 
686, 632 
54, 632 
1324, 7750 
796, 632 
1326, 632 
54, 632 
796, 6952 
1326, 6952 
54, 6952 
419, 7761 
943, 7728 
640, 7728 
326, 558 
326, 632 
51, 7856 
52, 7856 
51, 9291 
52, 9291 
1019, 632 
1201, 632 
330, 632 
1019, 6338 
1201, 6338 
330, 6338 
1019, 7811 
1201, 7811 
330, 7811 
1332, 168 
1333, 168 
1332, 7023 
1333, 7023 
1332, 7113 
1333, 7113 
1332, 7735 
1333, 7735 
1334, 1007 
1214, 172 
1079, 172 
1080, 172 
1214, 7807 
1079, 7807 
1080, 7807 
1342, 792 
293, 792 
551, 7807 
1344, 7807 
585, 6415 
1345, 6415 
585, 6836 
1345, 6836 
1349, 7059 
1349, 7828 
1163, 1247 
1350, 1247 
1351, 1247 
305, 1247 
1163, 1333 
1350, 1333 
1351, 1333 
305, 1333 
1163, 1505 
1350, 1505 
1351, 1505 
305, 1505 
1163, 191 
1350, 191 
1351, 191 
305, 191 
1163, 217 
1350, 217 
1351, 217 
305, 217 
1163, 2478 
1350, 2478 
1351, 2478 
305, 2478 
1163, 465 
1350, 465 
1351, 465 
305, 465 
1163, 530 
1350, 530 
1351, 530 
305, 530 
1163, 7071 
1350, 7071 
1351, 7071 
305, 7071 
1163, 7784 
1350, 7784 
1351, 7784 
305, 7784 
1163, 855 
1350, 855 
1351, 855 
305, 855 
178, 7746 
179, 7746 
180, 7746 
181, 7746 
1357, 7068 
1357, 7069 
1357, 7748 
1357, 7766 
1357, 7811 
1359, 7714 
945, 7714 
1362, 7059 
459, 7059 
1362, 7788 
459, 7788 
632, 1019 
754, 1019 
1020, 6338 
330, 6338 
1364, 1205 
1206, 1205 
1365, 6968 
1365, 7066 
1365, 7748 
1365, 7792 
1365, 7793 
1370, 1019 
121, 1019 
632, 1019 
1201, 6338 
330, 6338 
1371, 7759 
1185, 7759 
1371, 7827 
1185, 7827 
1372, 282 
549, 282 
555, 282 
1373, 282 
1372, 287 
549, 287 
555, 287 
1373, 287 
1375, 601 
1375, 602 
1375, 89 
1376, 7843 
1377, 7843 
1378, 7843 
302, 7843 
846, 41 
1382, 41 
1383, 41 
846, 501 
1382, 501 
1383, 501 
1384, 7097 
1385, 7097 
1384, 9291 
1385, 9291 
1197, 1983 
1386, 1983 
1088, 1983 
1387, 146 
1103, 146 
1388, 146 
1387, 168 
1103, 168 
1388, 168 
1387, 26 
1103, 26 
1388, 26 
1387, 309 
1103, 309 
1388, 309 
1387, 379 
1103, 379 
1388, 379 
1387, 7023 
1103, 7023 
1388, 7023 
1387, 7113 
1103, 7113 
1388, 7113 
1387, 7735 
1103, 7735 
1388, 7735 
1387, 7757 
1103, 7757 
1388, 7757 
1387, 7871 
1103, 7871 
1388, 7871 
4, 7074 
1389, 7074 
4, 7075 
1389, 7075 
4, 7756 
1389, 7756 
4, 7806 
1389, 7806 
1390, 7807 
1391, 7807 
1392, 721 
1393, 721 
1394, 721 
1396, 2260 
1397, 2260 
1396, 7856 
1397, 7856 
1399, 7699 
1400, 7699 
1401, 7699 
291, 1482 
1302, 1482 
1402, 7848 
530, 7848 
562, 7793 
1050, 7793 
886, 7793 
1407, 7067 
1408, 7067 
325, 7067 
732, 5245 
1409, 5245 
1410, 5245 
732, 7756 
1409, 7756 
1410, 7756 
191, 7871 
89, 7871 
191, 9291 
89, 9291 
1417, 1320 
1418, 1320 
1417, 758 
1418, 758 
1417, 815 
1418, 815 
755, 1185 
755, 1451 
755, 632 
755, 7072 
1424, 7856 
1425, 7856 
329, 7856 
1430, 7808 
1431, 7808 
1432, 7808 
646, 1331 
646, 3618 
646, 6348 
646, 736 
646, 7828 
646, 947 
1433, 7074 
1148, 7074 
1147, 7074 
41, 7074 
1433, 7075 
1148, 7075 
1147, 7075 
41, 7075 
1433, 7076 
1148, 7076 
1147, 7076 
41, 7076 
557, 1289 
827, 1289 
46, 1289 
557, 364 
827, 364 
46, 364 
557, 7097 
827, 7097 
46, 7097 
1171, 7058 
