AuthorId,PageRank,Order
330,0.0023235636654727835,1
1472,0.002247665225882428,2
178,0.0021042689787468013,3
54,0.0015411323801435052,4
41,0.0015362253876990224,5
1853,0.0015239813858765802,6
1020,0.0015201918918936682,7
121,0.0014894347916127367,8
1282,0.0014291856983102975,9
1410,0.0014091541875476154,10
3001,0.0014023912461493145,11
191,0.001299262421126163,12
632,0.00120128224798819,13
2816,0.0011101687696497067,14
3161,0.0010360519044932603,15
1188,0.0009502879184508509,16
2044,0.0009161306615099008,17
865,0.0008773968855272452,18
2416,0.0008761606400282048,19
1904,0.0008650648595742584,20
3555,0.000864589048678613,21
1814,0.0008522229758487316,22
937,0.0008366056231895772,23
3758,0.0008308854427887981,24
1885,0.0008175123485211459,25
6368,0.0007979574863610785,26
458,0.0007937203561327211,27
4483,0.0007930050791384324,28
709,0.0007924750867339496,29
2784,0.0007891951373468218,30
1912,0.0007888237059495785,31
6369,0.0007876345176261232,32
2650,0.0007788553307281485,33
2458,0.0007760575912345728,34
754,0.0007755187824705817,35
326,0.0007746389945779036,36
2187,0.0007742358364113398,37
424,0.0007719958736751785,38
1901,0.0007634464096812972,39
678,0.0007618099769447441,40
2238,0.0007569820138536762,41
585,0.0007553356040659878,42
618,0.0007455462055321526,43
549,0.000743193414752488,44
3862,0.0007401049626101264,45
2572,0.0007396813722420258,46
1952,0.0007363311981105548,47
6338,0.0007351774724168714,48
2328,0.00073485281660913,49
388,0.0007280359000069912,50
6464,0.0007234217612479602,51
3292,0.0007147103264707302,52
1573,0.0007090140979861297,53
200,0.0007066606053454321,54
3906,0.000704038503389809,55
1670,0.0006959278933976114,56
2125,0.0006875735187660447,57
248,0.0006842199699600112,58
562,0.0006835912949097741,59
2186,0.000681490389536737,60
976,0.0006801888175370594,61
2686,0.000670763588565668,62
1370,0.0006676461263168393,63
2237,0.0006609076860309109,64
2319,0.0006483022605090933,65
1201,0.0006479735075384821,66
2093,0.0006431201900098207,67
539,0.0006421829862617909,68
844,0.0006395843770162413,69
2732,0.0006385756385838804,70
350,0.0006354310898412935,71
4400,0.000622222254055431,72
1621,0.0006181886768572476,73
3294,0.0006103675950671362,74
47,0.0006098148482663262,75
1464,0.0005987779122678044,76
1183,0.0005976064904624206,77
2747,0.0005974841410201117,78
1601,0.0005888889691202674,79
5014,0.0005858667588419463,80
4509,0.0005836842519752728,81
26,0.000580762711904309,82
1722,0.0005795568926288213,83
2056,0.0005775566767249725,84
325,0.0005755354295655494,85
21,0.0005692464995645595,86
5713,0.0005684768221660057,87
1989,0.0005680518870044387,88
2391,0.0005674172916304291,89
2139,0.0005673973693425575,90
2978,0.000566206837016625,91
413,0.0005611687368220238,92
1523,0.0005570244574166528,93
1766,0.000555701940313738,94
646,0.0005547589271884132,95
4,0.0005545849675541196,96
1019,0.0005543039453837907,97
2108,0.0005488522608721189,98
3605,0.0005467536863379691,99
2047,0.0005446204639287346,100
1702,0.0005439716237390277,101
998,0.0005425530303927684,102
578,0.00054053835290157,103
2057,0.0005402562800918665,104
2966,0.0005358127451706227,105
1880,0.000534813807082686,106
1761,0.0005343772524917397,107
6446,0.0005315608323131203,108
3011,0.000530769486392799,109
2794,0.0005285509428169629,110
575,0.0005228538117102086,111
863,0.0005220723373285231,112
1361,0.0005217961107889065,113
1505,0.0005201308500615523,114
583,0.0005198631065647783,115
2312,0.0005190171566587114,116
6335,0.0005174264709351998,117
6308,0.000517068916207442,118
1935,0.0005142916253179141,119
3282,0.0005111684804309835,120
941,0.0005097074395788532,121
3253,0.0005065702478265981,122
3543,0.0005055540577974802,123
473,0.0005031787971609188,124
2459,0.0004992178496666044,125
3110,0.0004983409792038621,126
3964,0.0004965384618280705,127
1253,0.0004913608550373309,128
3304,0.0004904995550075521,129
3679,0.0004885687903999488,130
40,0.00048804957306316317,131
6452,0.0004877746258862991,132
759,0.00048503016516734905,133
732,0.00048441467366664863,134
2173,0.0004815869328118427,135
2468,0.0004805680290388039,136
99,0.00047865870425828713,137
3387,0.00047658073998243204,138
739,0.0004758311212580172,139
530,0.0004730508193354488,140
3309,0.00047275431531834764,141
1612,0.00047161135623922,142
2385,0.0004660327156531082,143
748,0.0004652264995168754,144
1431,0.0004635069089532585,145
2419,0.00046250324220443876,146
1474,0.0004617634891948661,147
3773,0.00046132542685956755,148
1616,0.0004611220539941539,149
1046,0.0004600732122963045,150
1323,0.000457385155219891,151
3341,0.0004569683266840988,152
2940,0.00045599318604735593,153
6449,0.0004549289512451217,154
1785,0.0004547932480312584,155
