author_id,institution_id
565, 607 
5650, 723 
5653, 227 
5654, 387 
5655, 16 
5656, 781 
5657, 777 
5658, 779 
5661, 211 
5663, 843 
5666, 821 
5667, 654 
5672, 929 
5674, 490 
5677, 585 
5680, 931 
5682, 768 
5684, 786 
5685, 834 
5688, 473 
569, 526 
570, 248 
5713, 522 
575, 36 
578, 958 
579, 817 
58, 239 
582, 126 
5838, 971 
585, 777 
587, 289 
588, 462 
598, 721 
603, 847 
606, 385 
61, 771 
614, 289 
618, 232 
62, 884 
621, 674 
6268, 433 
6270, 121 
6271, 410 
6272, 105 
6273, 224 
6274, 674 
6278, 417 
6279, 89 
6280, 462 
6283, 767 
6287, 585 
6288, 121 
6290, 673 
6295, 1051 
6296, 166 
6297, 182 
6300, 761 
6301, 940 
6302, 892 
6303, 238 
6304, 71 
6305, 419 
6306, 389 
631, 68 
6310, 585 
6312, 929 
6319, 121 
6320, 15 
6321, 89 
6323, 1055 
6324, 376 
6328, 89 
6329, 89 
6331, 493 
6333, 769 
6334, 319 
6335, 294 
6336, 717 
6337, 585 
6338, 766 
6341, 241 
6342, 241 
6346, 859 
6347, 410 
6348, 664 
6356, 276 
6357, 419 
636, 902 
6362, 1050 
6364, 204 
6366, 767 
6367, 929 
6368, 1005 
6369, 929 
637, 902 
6371, 958 
6374, 227 
6377, 98 
6378, 840 
6379, 840 
638, 233 
6380, 840 
6381, 664 
6382, 71 
6383, 585 
6384, 182 
6385, 585 
6387, 1006 
639, 856 
6390, 105 
6391, 863 
6394, 311 
6398, 334 
6399, 149 
6400, 294 
6402, 43 
6406, 162 
6408, 585 
6409, 335 
641, 241 
6412, 766 
6413, 389 
6414, 89 
6415, 89 
6416, 671 
6421, 548 
6422, 89 
6425, 147 
6426, 585 
6428, 1 
6429, 1 
6432, 364 
6433, 851 
6439, 666 
6441, 575 
6442, 242 
6443, 419 
6445, 840 
6447, 320 
6449, 732 
6450, 239 
6451, 419 
6452, 121 
6454, 301 
6457, 389 
6459, 664 
646, 664 
6461, 637 
6462, 380 
6464, 121 
6465, 768 
647, 796 
6471, 187 
6473, 419 
6474, 389 
6475, 929 
6477, 697 
6478, 227 
6481, 774 
6484, 912 
6485, 436 
6487, 187 
6489, 618 
649, 419 
6490, 419 
6494, 227 
6497, 745 
6498, 585 
650, 892 
6500, 389 
6501, 419 
6503, 483 
6506, 765 
6507, 66 
6509, 915 
6510, 940 
6513, 140 
6514, 634 
6515, 634 
6516, 638 
6517, 89 
6522, 940 
6523, 192 
6525, 227 
6527, 867 
6528, 867 
6530, 986 
6531, 227 
6533, 986 
6538, 585 
6539, 754 
6540, 818 
6545, 940 
6546, 940 
655, 476 
6551, 664 
6552, 664 
6553, 187 
6554, 796 
6557, 585 
6559, 389 
6560, 427 
6561, 419 
6562, 410 
6565, 524 
6567, 952 
6573, 302 
6574, 676 
6576, 279 
6578, 269 
6582, 591 
6583, 524 
6584, 511 
6585, 511 
6586, 791 
6590, 716 
6591, 149 
6596, 71 
6602, 227 
6604, 221 
6613, 126 
6617, 777 
6618, 940 
6619, 1054 
6620, 940 
6624, 187 
6626, 723 
6631, 419 
6632, 361 
6635, 89 
6637, 522 
6641, 1013 
6644, 50 
6645, 389 
6646, 896 
6647, 896 
6649, 585 
6651, 446 
6652, 620 
6653, 347 
6656, 410 
6659, 945 
666, 910 
6660, 618 
6661, 89 
6662, 63 
6664, 89 
6665, 419 
6666, 722 
6669, 66 
6670, 66 
6672, 916 
6673, 831 
6674, 622 
6676, 1005 
6681, 566 
6684, 449 
6685, 491 
6686, 462 
6687, 585 
6688, 364 
669, 115 
6691, 665 
6693, 548 
6697, 78 
6699, 223 
6707, 187 
6708, 536 
6709, 791 
6710, 791 
6711, 791 
6712, 791 
6713, 665 
6715, 121 
6716, 807 
6719, 320 
672, 814 
6721, 352 
6722, 352 
6723, 352 
6724, 847 
6725, 847 
6726, 847 
6730, 847 
6731, 736 
6732, 991 
6736, 585 
6738, 863 
6739, 108 
6741, 121 
6742, 664 
6743, 613 
6745, 605 
6746, 126 
6747, 868 
6749, 772 
675, 93 
6750, 1026 
6751, 227 
6752, 454 
6755, 851 
6758, 516 
6759, 223 
6760, 16 
6763, 462 
6764, 860 
6765, 859 
6767, 241 
6770, 1051 
6771, 16 
6773, 940 
6774, 573 
678, 663 
6780, 182 
6785, 664 
6788, 958 
6789, 766 
679, 419 
6791, 227 
6792, 227 
6793, 227 
6794, 821 
6795, 821 
6796, 664 
6797, 393 
6798, 393 
6799, 782 
680, 548 
6806, 664 
681, 585 
6811, 334 
6816, 548 
6817, 821 
6818, 1024 
6830, 341 
6835, 859 
6836, 89 
6858, 187 
6859, 29 
6860, 101 
6862, 99 
6866, 664 
6870, 697 
6873, 821 
6876, 140 
6879, 502 
688, 728 
6890, 618 
6893, 915 
6894, 762 
6895, 585 
6901, 24 
6902, 479 
6903, 536 
6904, 118 
6907, 187 
6912, 952 
6913, 166 
6914, 15 
692, 334 
6920, 361 
6922, 252 
6923, 922 
6924, 197 
6925, 197 
6926, 197 
6928, 917 
6931, 928 
6935, 930 
6945, 497 
6946, 664 
6947, 896 
6948, 722 
6951, 43 
6953, 408 
6963, 606 
6965, 669 
6972, 64 
6975, 419 
6977, 419 
698, 212 
6988, 679 
6993, 149 
6994, 419 
6997, 552 
6998, 872 
7003, 664 
7004, 89 
7008, 126 
7010, 782 
7013, 89 
7020, 221 
7021, 940 
704, 1031 
7042, 628 
7045, 524 
7054, 149 
7064, 580 
7070, 940 
7071, 952 
708, 896 
7080, 218 
7081, 138 
7099, 952 
71, 568 
7105, 950 
7115, 249 
7119, 599 
7127, 915 
7128, 121 
7134, 227 
7137, 192 
7138, 821 
7140, 511 
7142, 366 
7143, 664 
7147, 221 
7148, 221 
7149, 732 
7150, 227 
7151, 929 
7152, 227 
7153, 227 
7159, 664 
716, 47 
7160, 89 
7161, 867 
7163, 80 
7164, 777 
7166, 585 
7167, 952 
7169, 929 
7172, 664 
7174, 522 
7175, 912 
7176, 482 
7177, 774 
7179, 867 
7181, 268 
7182, 322 
7184, 218 
7185, 956 
7186, 121 
7187, 585 
7189, 269 
719, 918 
7190, 1 
7191, 729 
7192, 473 
7194, 232 
7195, 465 
7200, 24 
7202, 71 
7206, 729 
7207, 729 
7209, 419 
7210, 419 
7212, 674 
7213, 929 
7214, 691 
7215, 664 
7216, 192 
7218, 914 
7220, 717 
7223, 589 
7227, 524 
7228, 936 
7229, 851 
7230, 149 
7231, 851 
7234, 624 
7236, 922 
7238, 922 
7241, 929 
7242, 77 
7245, 539 
7247, 946 
7248, 227 
7250, 105 
7253, 419 
7254, 945 
7258, 419 
7259, 419 
726, 958 
7260, 89 
7261, 138 
7262, 522 
7264, 585 
7265, 946 
7266, 777 
7267, 89 
7268, 929 
7270, 896 
7271, 121 
7276, 126 
7277, 524 
7282, 121 
7284, 239 
7288, 126 
7289, 965 
7290, 121 
7292, 952 
7293, 294 
7294, 419 
7298, 227 
7299, 892 
7300, 112 
7301, 929 
7303, 77 
7307, 655 
7308, 419 
7309, 821 
7310, 524 
7311, 318 
7313, 15 
7314, 524 
7316, 178 
7318, 221 
7321, 187 
7324, 419 
7325, 419 
7327, 1028 
7328, 320 
7329, 475 
7330, 319 
7331, 187 
7334, 121 
7336, 59 
7337, 674 
7338, 1 
7339, 905 
734, 718 
7340, 1 
7341, 673 
7344, 259 
7347, 638 
7350, 821 
7351, 821 
7352, 473 
7355, 227 
7357, 524 
736, 673 
7360, 436 
7361, 89 
7362, 89 
7364, 524 
7366, 585 
7375, 415 
7378, 227 
738, 596 
7382, 915 
7383, 755 
7384, 705 
7385, 704 
7395, 664 
7396, 664 
7401, 520 
7405, 227 
7406, 239 
7407, 68 
7408, 986 
7409, 284 
741, 1031 
7410, 952 
7411, 929 
7415, 187 
7420, 89 
7421, 664 
7422, 637 
7423, 97 
7424, 762 
7425, 732 
7426, 486 
7430, 227 
7431, 567 
7439, 734 
7443, 743 
7444, 322 
7445, 271 
7446, 821 
7447, 821 
7449, 777 
7451, 227 
7453, 874 
7459, 915 
7461, 529 
7462, 269 
7469, 105 
7471, 105 
7472, 952 
7473, 41 
7474, 930 
7476, 458 
7478, 488 
748, 618 
7482, 892 
7483, 892 
7486, 131 
7489, 227 
749, 618 
7490, 929 
7491, 847 
7493, 859 
7495, 688 
7496, 334 
7497, 50 
75, 335 
7501, 284 
7505, 585 
7509, 89 
7511, 289 
7512, 952 
7513, 49 
7515, 938 
7516, 252 
7517, 1015 
7518, 664 
7520, 759 
7523, 469 
7526, 89 
7529, 796 
7534, 847 
7535, 847 
7538, 778 
7539, 955 
754, 859 
7540, 113 
7541, 796 
7542, 796 
7543, 28 
7545, 777 
7546, 192 
7548, 764 
7549, 89 
7552, 106 
7556, 398 
7557, 67 
7559, 491 
7561, 970 
7562, 419 
7566, 473 
757, 399 
7570, 1057 
7571, 105 
7575, 235 
7577, 13 
7578, 802 
7579, 986 
758, 676 
7581, 851 
7582, 235 
7584, 126 
7585, 239 
7586, 766 
7588, 473 
7589, 473 
7590, 786 
7591, 121 
7596, 142 
7597, 520 
7598, 520 
7599, 940 
76, 335 
7601, 896 
7607, 1043 
7608, 89 
7609, 89 
7610, 304 
7612, 374 
7614, 491 
7615, 272 
7616, 952 
7617, 279 
7618, 585 
762, 89 
7621, 814 
7623, 915 
7624, 419 
7625, 1001 
7626, 419 
7628, 784 
7631, 111 
7632, 89 
7633, 89 
7634, 636 
7635, 357 
7636, 239 
7640, 732 
7642, 227 
7644, 227 
7645, 777 
7648, 227 
7649, 89 
7650, 89 
7651, 182 
7652, 766 
7655, 759 
7659, 115 
7660, 892 
7662, 585 
7663, 9 
7664, 180 
7665, 180 
7668, 915 
7669, 863 
7679, 304 
7680, 304 
7681, 929 
7682, 419 
7689, 71 
769, 497 
7691, 328 
7692, 790 
7695, 1055 
7696, 1050 
7697, 89 
7705, 794 
7712, 758 
7725, 126 
7731, 464 
7733, 929 
7741, 902 
7746, 398 
7754, 618 
7763, 585 
7764, 884 
7776, 873 
7783, 497 
7785, 674 
7795, 556 
7802, 484 
7820, 187 
7832, 1026 
7838, 89 
7840, 663 
7841, 419 
7848, 772 
7864, 1028 
7867, 637 
7868, 637 
7871, 940 
7872, 389 
7873, 419 
7879, 227 
7880, 940 
7882, 68 
7886, 637 
7887, 940 
7891, 1046 
7892, 550 
7895, 986 
7898, 227 
7900, 419 
7902, 409 
7907, 2 
7909, 986 
7910, 714 
7911, 585 
7912, 585 
7914, 585 
7915, 227 
7916, 149 
7917, 149 
7918, 227 
7919, 783 
7920, 227 
7924, 1007 
7933, 93 
7935, 166 
7942, 101 
7943, 187 
7944, 121 
7945, 252 
7946, 419 
7948, 605 
7949, 708 
795, 922 
7950, 862 
7951, 89 
7956, 115 
796, 902 
7961, 182 
7962, 182 
7965, 187 
7966, 585 
7967, 585 
7968, 221 
7969, 221 
7970, 766 
7971, 479 
7972, 1042 
7973, 821 
7975, 725 
7976, 414 
7978, 414 
7981, 769 
7984, 398 
7986, 664 
7987, 585 
7988, 585 
7990, 620 
7993, 585 
7996, 784 
7997, 952 
80, 35 
8000, 462 
8002, 938 
8003, 449 
8005, 749 
8008, 749 
801, 257 
8012, 334 
8013, 334 
8015, 707 
8017, 149 
8018, 227 
8021, 847 
8022, 593 
8023, 95 
8025, 624 
8027, 765 
8028, 883 
8030, 300 
8031, 806 
8032, 389 
8033, 389 
8037, 378 
8038, 419 
8040, 36 
8041, 1058 
8042, 952 
8045, 522 
8046, 187 
8047, 896 
8048, 522 
8049, 655 
8055, 903 
8057, 903 
8060, 221 
8063, 121 
8064, 522 
8065, 121 
8068, 473 
8070, 664 
8071, 952 
8073, 126 
8074, 89 
8076, 121 
8082, 11 
8084, 700 
8087, 105 
8088, 252 
8089, 859 
8091, 952 
8093, 1012 
8094, 835 
8096, 419 
8097, 419 
8098, 766 
8099, 1018 
810, 618 
8100, 940 
8101, 585 
8103, 214 
8104, 585 
8106, 419 
811, 686 
8112, 1057 
8113, 617 
8114, 617 
8115, 673 
8117, 729 
8118, 221 
8119, 845 
8120, 422 
8122, 445 
8125, 419 
8126, 777 
8131, 768 
8132, 270 
8133, 269 
8134, 269 
8135, 777 
8138, 664 
8140, 664 
8143, 126 
8144, 585 
8150, 436 
8151, 672 
8153, 952 
8154, 182 
8158, 598 
8161, 821 
8164, 223 
8166, 419 
8167, 419 
8168, 1028 
8171, 1031 
8172, 664 
8173, 664 
8174, 126 
8175, 859 
8176, 473 
8177, 964 
8178, 986 
8179, 867 
818, 77 
8181, 976 
8183, 1059 
8185, 522 
8186, 334 
8189, 520 
8190, 520 
8191, 859 
8194, 262 
8195, 262 
8197, 1028 
8199, 986 
8200, 227 
8202, 748 
8203, 924 
8207, 227 
8208, 986 
8209, 126 
8210, 1028 
8212, 724 
8213, 802 
8215, 13 
8216, 802 
8218, 334 
8221, 777 
8222, 190 
8223, 389 
8224, 958 
8233, 462 
8237, 227 
8238, 389 
8239, 907 
8241, 688 
8242, 879 
8244, 664 
8245, 389 
8248, 952 
8249, 952 
8250, 389 
8252, 419 
8260, 16 
8264, 929 
8265, 1005 
8266, 419 
8273, 896 
8274, 936 
8275, 89 
8276, 89 
8280, 816 
8282, 419 
8284, 860 
8285, 187 
8286, 879 
8287, 504 
8289, 664 
8291, 389 
8292, 796 
8293, 938 
8295, 994 
8296, 271 
8297, 929 
8298, 929 
8300, 475 
8302, 227 
8304, 227 
8305, 227 
8306, 36 
8308, 227 
8309, 227 
831, 785 
8310, 473 
8312, 232 
8313, 239 
8317, 239 
8325, 585 
8329, 766 
8331, 361 
8332, 777 
8333, 591 
8335, 209 
8336, 333 
8338, 802 
8342, 952 
8343, 338 
8347, 664 
8348, 82 
8350, 264 
8352, 126 
8353, 126 
8354, 81 
8355, 805 
8356, 770 
8357, 227 
8358, 723 
836, 409 
8360, 909 
8362, 149 
8364, 314 
8366, 187 
8367, 508 
8368, 796 
8369, 221 
8373, 870 
8374, 66 
8377, 580 
8378, 914 
8380, 764 
8381, 774 
8383, 585 
8384, 896 
8385, 521 
8386, 999 
8387, 952 
8388, 439 
839, 45 
8390, 192 
8391, 1028 
8393, 625 
8394, 925 
8395, 585 
8396, 1 
8397, 1 
8398, 462 
8401, 320 
8402, 654 
8408, 111 
8409, 410 
8410, 576 
8411, 585 
8412, 486 
8413, 126 
8414, 958 
8415, 118 
8416, 601 
8417, 957 
8418, 601 
8420, 221 
8422, 638 
8424, 892 
8425, 734 
8428, 612 
8429, 675 
843, 1025 
8430, 105 
8432, 679 
8435, 585 
8436, 89 
8439, 182 
8442, 875 
8443, 289 
8447, 462 
8456, 585 
8457, 241 
8458, 502 
8459, 892 
8460, 952 
8461, 842 
8463, 842 
8466, 674 
8467, 121 
8471, 473 
8473, 179 
8474, 766 
8477, 279 
8479, 946 
8480, 946 
8483, 784 
8486, 863 
8487, 1018 
8489, 473 
8491, 892 
8493, 892 
8500, 664 
8501, 952 
8502, 352 
8503, 638 
8505, 227 
8507, 949 
8508, 227 
8510, 183 
8511, 1059 
8513, 600 
8514, 915 
8517, 847 
8518, 227 
8519, 89 
8520, 821 
8521, 493 
8522, 766 
8523, 664 
8524, 522 
8525, 89 
8527, 89 
8528, 389 
8529, 89 
8531, 419 
8532, 389 
8534, 952 
8536, 15 
8538, 925 
8539, 867 
8541, 297 
8542, 310 
8543, 222 
8544, 176 
8545, 929 
8547, 135 
8548, 535 
8549, 958 
855, 902 
8552, 438 
8555, 612 
8557, 490 
8558, 637 
8560, 637 
8564, 802 
8565, 536 
8566, 89 
8567, 731 
857, 929 
8571, 299 
8572, 679 
8576, 182 
8577, 929 
8578, 1005 
8579, 378 
858, 940 
8581, 723 
8582, 522 
8583, 522 
8584, 777 
8585, 777 
8588, 126 
8589, 243 
859, 89 
8590, 813 
8597, 522 
860, 786 
8600, 585 
8601, 522 
8602, 126 
8603, 126 
8604, 940 
8605, 892 
8609, 250 
8610, 486 
8611, 419 
8612, 149 
8615, 896 
8616, 896 
8618, 712 
862, 676 
8620, 712 
8625, 331 
8626, 1050 
8627, 664 
8629, 676 
8635, 645 
8636, 892 
8637, 379 
8638, 1013 
8639, 259 
8641, 327 
8642, 289 
8644, 239 
8645, 482 
8649, 930 
8650, 557 
8656, 182 
8659, 585 
866, 486 
8661, 766 
8664, 389 
8666, 419 
8669, 821 
8670, 479 
8671, 239 
8672, 176 
8675, 436 
8677, 497 
8678, 275 
8679, 288 
8681, 890 
8682, 860 
8684, 634 
8685, 221 
8686, 223 
8689, 821 
869, 618 
8692, 136 
8697, 666 
8698, 486 
8699, 684 
8705, 798 
8707, 71 
8713, 227 
8716, 499 
8717, 532 
8718, 674 
8719, 121 
8720, 121 
8723, 66 
8726, 15 
8727, 1051 
8729, 536 
8731, 389 
8732, 585 
8733, 309 
8735, 1028 
8736, 738 
8737, 551 
8738, 969 
8740, 511 
8743, 95 
8744, 847 
8745, 101 
8747, 15 
8748, 952 
8749, 227 
8751, 227 
8752, 66 
8753, 227 
8754, 279 
8761, 912 
8767, 460 
8769, 664 
8771, 896 
8772, 192 
8773, 1028 
8775, 1019 
8776, 294 
8777, 1018 
8779, 440 
8780, 767 
8781, 1018 
8782, 1018 
8784, 1018 
8785, 1018 
8786, 289 
8787, 77 
8789, 929 
879, 802 
8794, 105 
8795, 922 
8798, 227 
8800, 133 
8801, 667 
8802, 766 
8804, 524 
8805, 664 
8808, 105 
8809, 104 
881, 241 
8810, 815 
8813, 508 
8815, 479 
8817, 585 
8827, 821 
8829, 398 
8831, 986 
8835, 149 
8837, 863 
8839, 863 
8843, 983 
8845, 166 
8847, 15 
8848, 821 
8849, 732 
8852, 749 
8853, 777 
8854, 221 
8855, 585 
8858, 577 
8861, 723 
8862, 279 
8863, 723 
8864, 952 
8866, 422 
8867, 422 
8868, 952 
8871, 511 
8872, 89 
8876, 166 
8878, 946 
888, 990 
8880, 946 
8885, 508 
8889, 508 
8890, 473 
8892, 138 
8893, 585 
8894, 777 
8895, 896 
8898, 24 
8899, 277 
89, 334 
890, 723 
8900, 60 
8901, 772 
8902, 345 
8903, 221 
8908, 508 
8909, 1028 
8911, 958 
8912, 252 
8913, 612 
8914, 89 
8916, 294 
8917, 585 
8918, 479 
8920, 938 
8923, 896 
8926, 187 
8927, 187 
8928, 585 
8929, 585 
8931, 126 
8940, 286 
8941, 821 
8942, 276 
8943, 197 
8944, 105 
8945, 89 
8947, 929 
895, 735 
8951, 378 
8953, 847 
8955, 217 
8956, 1046 
8959, 1036 
8962, 239 
8964, 166 
8967, 508 
897, 218 
8973, 347 
8974, 869 
8975, 227 
8977, 227 
8978, 664 
8979, 766 
8982, 243 
8984, 585 
8985, 585 
8989, 508 
8990, 922 
8991, 508 
8992, 821 
8995, 796 
8996, 814 
8998, 133 
8999, 664 
9004, 126 
9005, 675 
9006, 774 
901, 384 
9011, 859 
9013, 358 
9014, 879 
9015, 892 
9017, 892 
9019, 71 
9021, 239 
9023, 227 
9025, 618 
9026, 241 
9027, 563 
9028, 585 
9029, 585 
9037, 664 
9038, 892 
9041, 929 
9042, 929 
9043, 89 
9045, 469 
9046, 89 
9047, 126 
9049, 126 
9050, 493 
9053, 232 
9054, 232 
9055, 1054 
9056, 89 
9058, 419 
9059, 498 
906, 669 
9060, 335 
9061, 915 
9062, 223 
9063, 221 
9064, 585 
9065, 898 
9066, 293 
9067, 27 
9069, 522 
9073, 915 
9074, 562 
9075, 562 
9076, 562 
9077, 562 
9078, 221 
9080, 562 
9083, 884 
9084, 801 
9086, 884 
9087, 955 
9090, 591 
9094, 859 
9095, 596 
9096, 717 
9098, 732 
910, 50 
9101, 791 
9102, 772 
9104, 784 
9106, 221 
9116, 909 
9120, 221 
9123, 26 
9124, 187 
9125, 11 
9126, 221 
9127, 267 
9128, 522 
9129, 419 
913, 836 
9130, 585 
9131, 465 
9132, 585 
9137, 608 
9138, 73 
914, 735 
9140, 859 
9141, 612 
9143, 612 
9144, 313 
9145, 239 
9148, 748 
9151, 21 
9153, 562 
9154, 562 
9155, 562 
9156, 568 
9157, 182 
9159, 340 
916, 187 
9161, 920 
9164, 149 
9165, 149 
9166, 898 
9167, 149 
9168, 89 
9169, 121 
9171, 851 
9172, 532 
9176, 749 
9180, 1004 
9183, 565 
9185, 438 
9187, 620 
9188, 620 
9190, 419 
9191, 239 
9192, 239 
9193, 239 
9195, 491 
9196, 34 
9197, 80 
9200, 607 
9206, 370 
9207, 892 
9208, 149 
9210, 847 
9212, 504 
9213, 157 
9215, 352 
9219, 677 
922, 126 
9220, 723 
9222, 532 
9226, 5 
9228, 116 
923, 988 
9230, 1020 
9234, 922 
9237, 29 
9241, 655 
9244, 605 
9245, 605 
9249, 324 
9253, 389 
9255, 732 
9256, 126 
9257, 126 
9258, 885 
9259, 478 
9263, 982 
9264, 139 
9265, 356 
9266, 139 
9267, 1051 
9268, 291 
927, 631 
9270, 291 
9274, 462 
9276, 1030 
9277, 416 
9279, 982 
9281, 457 
9285, 259 
9286, 872 
9287, 522 
9288, 347 
9289, 89 
9290, 121 
9292, 590 
9294, 952 
9296, 352 
9297, 352 
9298, 352 
9299, 195 
9300, 89 
9302, 887 
9309, 524 
9310, 1050 
9311, 522 
9312, 684 
9315, 319 
9319, 1051 
9320, 200 
9321, 89 
9324, 227 
9329, 676 
933, 728 
9330, 319 
9331, 319 
9333, 585 
9334, 585 
9336, 730 
9338, 922 
9339, 749 
9340, 352 
936, 105 
937, 334 
941, 669 
950, 473 
962, 863 
966, 556 
967, 736 
968, 187 
969, 187 
972, 374 
975, 618 
977, 977 
979, 342 
99, 768 
990, 382 
998, 762 
